시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
경기도 포천시,2845007145,5635007056,372437722,597687,553093701,414933775,1425842756,4718874249,13891464652,1912466430,396764579,565978241,299070231,487119269,13314245541,253829507,266625423,371021,380303682,10539,549142782,149164442
경기도 하남시,2730172764,5238719566,300799191,110951,627611726,442426353,1340822584,4545987854,11494984281,1748982949,429347849,626721782,279883024,455033952,0,288600317,238068473,437450,300940197,4614,706981770,127712259
경기도 화성시,2879444024,5236408451,404190991,174984,660478438,430676591,1494268800,4705386190,13905743979,1929704430,402127756,691374992,306617179,520393859,0,295347839,278318215,355364,363590592,74498,530834648,170508769
경상남도 거제시,932973588,2045075670,145673793,578988,260685725,195420556,594248653,1482673274,4507569431,655632454,149490175,211571235,113928322,160064951,0,99920998,104459758,101879451,131711491,17233,242003577,69617064
경상남도 거창군,904200806,2362578591,153186670,596721,224683681,195856752,653612096,1708418642,4446449914,626646108,166486071,273274674,129110934,198448647,0,117938150,103005605,234404,129573823,120566,198402547,54162324
경상남도 고성군,1010671547,2373115979,124521695,466411,271745099,180933748,567448403,1439084612,5677064035,779657119,142584874,275580517,110428906,184292602,0,107703630,117618884,116055019,123094114,7494,271561023,56850006
경상남도 김해시,937525082,1821821245,144402195,41936,257393720,197017051,575913589,1826256891,5796433928,807048359,165216181,253024432,126184485,172767154,0,121482705,117398871,226720,115203222,16589,226317103,61448141
경상남도 남해군,944807682,1938041747,152203822,462084,260422993,204397059,579603518,1729526505,5478478318,679679829,175036165,264566590,124056673,214792946,0,130153589,119124501,129684579,120620006,64958,220985202,61904717
경상남도 밀양시,1038329275,2160353469,146222475,36828,223161198,169847469,703327200,1473144126,5825403474,664337639,138729986,283025270,106214584,210580506,0,97840591,111680877,529148,139333022,2849,249657295,59776111
경상남도 사천시,1000836405,2289565550,164306519,387690,247238074,184974693,562143713,1900934954,5236374415,759238907,152336513,256398499,122237698,209753059,0,94458703,105172822,105887602,148559481,35825,240452671,66349293
경상남도 산청군,1137137501,2099193729,121784906,303831,275194734,165089765,724434162,1939388823,5429568566,661285841,162967644,203734681,103141570,179728901,0,128549022,112873522,74515,139658391,38524,244640100,62394942
경상남도 양산시,1023865041,2102356223,116822796,42984,283741972,201819931,638469999,1522968923,5504011918,781808839,138681258,241915053,120368164,212972936,4657466923,120196788,122760571,274563,153555454,46345,201310935,58283663
경상남도 의령군,918579496,2057330409,144802284,404645,277230702,155957837,621892050,1970287735,4858346656,747025253,143544419,262808662,107436819,217235865,0,106302432,98754054,433680,132021976,114580,234261759,53750200
경상남도 진주시,1103875021,2192987246,128706104,99091,276654375,170879317,649781733,1858195051,5441164895,690109951,161473060,237974462,125652421,163246678,0,96825704,104972502,495010,116212898,108276,215702035,51668277
경상남도 창녕군,1094658097,2246446651,132653504,255818,226255662,194252302,687462638,1831731809,5177144551,734489430,151384192,248305178,110242750,171118920,0,119859608,100692988,138978,123453364,31250,261448161,56275775
경상남도 창원시,1076914545,2396924904,160574756,101585,236888878,192004070,728924702,1811754543,4526797911,810183443,163154416,248262950,135917592,206537392,0,113511362,101929799,107545355,137342246,8999,276544534,63922324
경상남도 통영시,885210656,1927138815,122785957,587853,286226772,170563369,730390550,1923795962,5097889819,779908067,138819882,222171081,121853337,185677489,0,117432430,108827517,112141788,138328715,107407,238699339,56131927
경상남도 하동군,942628063,2229474385,146055626,698353,259436199,173439610,711628694,1861636792,5664492994,767465742,132407772,222524981,121710201,178826365,0,105812297,113045316,132479108,139396309,89950,238908898,64768343
경상남도 함안군,895429605,2430299060,148660801,350461,287721891,169617445,553168731,1735373159,4639127010,656847638,138855519,270725742,124287887,189614932,0,122340231,105395142,502452,124095565,57458,250983141,65632343
경상남도 함양군,937615534,2218478224,128943196,217849,222557019,195144635,629769535,1743196007,4723791510,608311180,156768790,231654654,119874148,214631666,0,98625080,103242274,217564,128380330,45277,247861662,67700292
경상남도 합천군,1072722248,2326539014,146643767,281993,257799628,160617962,687746248,1822585261,4577994901,625723312,131672139,241036825,125880654,200189624,0,104672667,116876140,235514,119245572,6551,227827374,58593140
경상북도 경산시,1068042387,2308837422,159959650,674068,265599515,164428374,741669176,1813948094,4806946233,726022565,159931330,225156547,117709884,186422415,0,105677376,125165950,275344,123266486,18791,241524111,64152371
경상북도 경주시,964301734,2110354293,125630163,665499,263179968,516142348,2121317536,1702133250,4451110285,748826579,169948614,208322969,128373457,173856714,0,96284615,108155553,124568407,129824898,30784,266272987,56049723
경상북도 고령군,1033134472,1898165666,156859952,265987,294932639,172362563,638245655,1507492574,5442763860,664707510,169543819,262564347,130920633,167469699,0,105260216,101410617,335730,125179538,115322,236887605,58634223
경상북도 구미시,1046270890,2055864544,153137155,91585,266267142,171768090,630697777,1653986265,5195156821,759390664,164012027,246003134,123456683,173697849,0,123124171,107901442,511317,137385682,114029,255505644,65929905
경상북도 김천시,898575109,2288136827,158041772,7659,287904432,187010839,604824064,1901605442,5737432661,753909132,134995144,246335290,117339541,183962655,0,120071443,94512885,94472,134370702,62939,249043354,55231157
경상북도 문경시,1048857844,2232358961,127289720,444417,237228924,160817572,643127899,1796557161,5497853197,685019622,150849867,220935213,105847206,205798989,0,100098187,120644097,511734,147373174,30942,225088409,55367265
경상북도 봉화군,1052828855,2389621587,150573678,679086,264547706,161079298,596566367,1658794779,5773376056,795026117,159264057,209614843,119787349,188138678,0,104606594,121335897,486168,140137374,72922,224081207,65977532
경상북도 상주시,1096754587,2432550545,142422987,636887,258291197,194845275,545045976,1716757993,4646059727,687724719,161492724,243286579,113855084,186916330,0,124129236,122261279,309337,143627963,133832,228145426,56341236
경상북도 성주군,1168285071,1809240852,158712029,332140,256901797,164460338,624736722,1568593276,5780753867,714623480,167234207,208525747,133653263,187888831,0,98078460,121148521,419906,116344370,120389,261440162,57840719
경상북도 안동시,941121718,2070704225,146443297,755257,248937625,174980601,670990135,1934297861,4552425548,713726745,126898313,240822312,138636925,210775673,0,124928017,114871078,220361,135377877,31498,269151362,57658986
경상북도 영덕군,1199117058,2018643703,125486322,644789,265728211,183965527,711286723,1785477885,5260835557,648622794,139708509,279741924,111560550,185545910,0,111643223,110460439,140120740,116908642,71628,233341803,52221114
경상북도 영양군,1149700698,2195904117,133690095,424337,262238222,179275117,586361764,1944694347,5714670584,710425393,131099205,206246203,117041521,215774628,0,116853839,120393029,63989,137228953,39025,233943281,54239488
경상북도 영주시,997553297,2061560281,147094439,96103,242912051,178020458,703152248,1857467305,5366775297,787362765,138802652,230148974,104260228,186209999,0,126331942,98148886,211501,136959730,99927,258636788,60075981
경상북도 영천시,929820680,2029345237,151694385,167438,293153511,192549041,731294885,1498749063,5392506510,761376497,155505485,251923415,130321151,192101308,0,96426969,102786546,426541,147075323,31679,241850198,61502478
경상북도 예천군,915167539,2103388930,135208055,44865,258979891,187820108,665179749,1748236696,4487547348,658801732,162392224,215301250,118829500,204946782,0,96516951,105719990,307121,113983378,64722,274135261,56413916
경상북도 울릉군,1171906997,2174217561,130698704,348073,245262806,159326511,573980104,1731486957,5467384276,797172133,166252947,242220098,116174024,210546343,0,100817664,106625945,135526052,131561009,23846,211598193,63038025
경상북도 울진군,1163485367,1873609150,146575956,200215,277575924,191377028,709963829,1466514187,5521267574,656197795,144649879,229062184,115982698,198758049,0,115433796,115063163,102791604,148512835,143610,197113598,51262733
경상북도 의성군,925681442,1866101738,140174608,102346,306122203,158290760,533433206,1618081154,4740559876,684808457,172505098,220611985,111551054,206225052,0,125966693,98632805,402758,111993464,62054,222396138,62557190
경상북도 청도군,1016480771,2034748236,159903107,595829,272941126,155801994,690111407,1632109050,5757918803,772936910,158078827,246925855,140249505,176218886,0,99627814,104285445,185557,141030189,107152,199925934,65610930
경상북도 청송군,1030880001,1910957371,147284050,379496,230280967,187227621,658023535,1434783645,5434151873,715347940,133573748,241091499,123953676,172786489,0,124876474,115534360,585950,132537933,95741,212681948,61309930
경상북도 칠곡군,1180797658,2142682080,122972378,142485,256333252,201807805,665576621,1870981608,5422411548,632151274,130551840,252776619,107002106,178464504,0,117264247,120820619,428535,116292454,18800,222496106,58270352
경상북도 포항시,1136122199,2089746914,136332856,7048420582,224719040,166527780,567198269,1531137998,4621407518,689968391,159987340,225014960,116314004,208860100,0,129874497,111464895,113461515,132043599,4969691639,249109658,59399464
광주광역시 광산구,2151729535,3331535718,252924797,13136009385,418184423,29079081,122883733,3485080026,9172661638,1392970671,295573108,481569332,196836711,370955039,0,228045873,198868245,532888,244142317,8962610376,480342042,108483991
광주광역시 남구,1628590851,3261242768,260156957,289856,531242145,28991801,112214424,3522523864,9059958322,1181382326,313459700,367587924,235442391,406110803,0,203028422,181553481,196425354,268315199,801,376121583,112932723
광주광역시 동구,2119075113,3257029477,241552870,27865,511245940,28392758,115665349,2942015560,9711084548,1370460700,297257641,465322060,199234629,301921964,0,173495054,186431044,481365,222400560,50696,462797977,99014729
광주광역시 북구,1886463449,3883569736,247911385,72102,398084998,33254796,110244652,3199205253,10306830744,1210066744,288680270,365017433,233481248,366875090,0,165325638,178947300,172257,236510946,3698,395151497,101448700
광주광역시 서구,2019088198,3807600026,223363153,378466,513070767,28901674,130274722,2862708656,10553227534,1406900271,285344730,380056845,253136308,373915972,0,224355568,180429697,268739,209189164,50105,375024119,96336022
대구광역시 군위군,1593793520,3617454318,229112815,476257,429883433,33891736,120098082,2696013015,10363438248,1459245147,252260009,409385323,245575299,359306118,0,214563140,185333837,373416,254826853,98037,377158738,122431680
대구광역시 남구,1938393968,3260396827,229698160,431283,518550202,26823355,128047906,2688322091,9564551415,1146082106,306664641,416533273,195667379,339730257,0,181435176,230597198,212845464,260626343,99897,421447571,98969237
대구광역시 달서구,1811700837,3716738855,268014930,517985,454276150,37160016,103534761,2999753016,10440774253,1086697368,238797484,451057249,247430411,321292962,0,196137055,196882261,423029,226057643,78318,451311854,95447011
대구광역시 달성군,1630184203,3457045542,217081339,637625,460293932,30749378,101557349,2954147659,8067578932,1225659955,296040402,415771159,234112792,351768260,0,201220619,168613335,208780,270803806,135886,392194988,101539249
대구광역시 동구,1999079549,4302732423,267961328,12046066870,502364567,28541711,118943821,3518454140,9772782716,1447186056,235039509,463029644,235752521,306161989,0,190222001,211093985,108450,224226948,9146653905,421851385,112042457
대구광역시 북구,1685701079,3374685319,242655893,438797,506485219,33607454,128970667,3189201753,9201767166,1127462884,234542887,380792256,198470633,354993310,0,203794600,215534821,85538,203008607,39935,422970629,96341924
대구광역시 서구,1833785365,4329309330,279976813,640238,488239356,34243870,126897634,3293216925,9293547949,1370463747,261793830,397696334,233256454,335072676,0,224867014,210554570,221409,211234637,22034,409701033,107947899
대구광역시 수성구,2054484021,4061486595,239342009,585928,481650182,26511967,127097090,3530980528,8908759750,1342913569,253544992,366655265,212119577,368519928,0,178501748,216290531,428150,219372565,116063,376632460,119737281
대구광역시 중구,1723232861,4208983625,262346888,279246,398404511,27784252,111624403,2672951295,8094865381,1415651437,257764259,398679061,232352575,306018356,0,192331510,215748549,608239,237282636,34131,487795424,103709945
대전광역시 대덕구,1803224365,3671493995,254722714,533320,461430189,27657540,106520085,3244027522,8801131993,1435269296,283593703,396644651,214598629,383852595,0,226915617,207957102,291528,216135227,68904,481577766,97522922
대전광역시 동구,1996381273,4194514577,231418351,109351,491717182,28226539,111204126,2561892731,9604420433,1361889074,252558822,505895184,234434346,370916387,0,225139539,171600852,33738,261764491,62015,360716022,118635854
대전광역시 서구,2168556844,3743330515,216420881,713191,466745855,30145232,109907653,2804023751,10138740395,1217581581,263998146,433852044,212584050,400996849,0,194703162,213252222,533108,262411544,67781,383963314,118325003
대전광역시 유성구,1832766261,4125929341,279704460,445303,419093254,26064191,128067877,2747938802,10330068963,1410540394,315943861,366397886,238221246,360087987,0,210806699,218307756,512030,221591857,132868,513705437,101823912
대전광역시 중구,2136366689,3191726301,205990130,590723,497402601,33430359,99177710,3325550657,9864420805,1359157343,282297428,489333139,228364109,304886025,0,171629482,197342882,434068,220730523,34221,430362439,117728433
부산광역시 강서구,2233687290,4524281728,388610173,17875216154,556083775,498133634,1471293741,4175521158,12033589437,1897998781,388612472,538047954,334437812,475276570,0,253886738,261606674,95449,337363279,12619489940,609877617,174261659
부산광역시 금정구,2613933631,4861646760,353725183,676989,626073037,423595110,1592528308,4499013359,11333091755,1853880817,352898032,651300424,329634139,522414924,0,291464105,236730068,545988,324001661,19295,666240736,156218836
부산광역시 기장군,2366802738,5270939309,314609685,466203,576448173,404926427,1647947851,3730697712,14153820584,1522920877,344462966,665829966,273687343,418737287,0,268717094,313413813,284531065,345251645,123404,696366212,144478666
부산광역시 남구,3015679104,4518136367,355591021,244422,753550295,501614176,1731115804,3806243247,12146241877,2054714299,326280947,580357062,267330105,531817304,0,253345018,265661094,308436519,372282832,61353,687894823,149256912
부산광역시 동구,2457126221,5380607110,317519210,366446,534211473,496633983,1411424501,4378338952,12835638363,1981513902,355333915,645705310,330099275,502243498,0,301005465,230013742,255676,341845968,69778,682699048,128650698
부산광역시 동래구,2802347958,5373895517,346873836,81950,645779825,385165137,1469662024,4213871659,12413182646,2008689908,315877090,587705048,285580755,406820816,0,277402278,279063816,245000,339456475,35074,664197645,133218507
부산광역시 부산진구,2591682821,5736041184,359004130,273182,635586850,495942456,1378444424,3624249551,14364351295,1911730182,342385640,560886560,261689639,440632404,0,284230561,269569047,244671,341815694,79411,668633527,170670572
부산광역시 북구,2159454644,5965226939,380753732,575139,590053535,405825023,1843547436,4649840184,14595915889,1797429137,386823603,505973990,315841037,490116779,0,254061763,286347852,137779,373110137,81751,554042854,158572518
부산광역시 사상구,2798105329,5680863264,374680163,522474,593183025,477228946,1635585302,4044916206,13501797326,1633638698,367614860,651656490,279059931,492680363,0,306444212,242824140,497003,340153434,57429,591938148,145398223
부산광역시 사하구,2889140508,4983819923,388818293,154049,618961522,494203396,1526547222,4142188485,13067065698,1539611071,331362824,575483816,270463674,437589292,0,316101254,310282590,326527567,313089639,35222,699051131,170251075
부산광역시 서구,2697834330,6216767083,349131882,125288,708865502,379504675,1506088136,3654256470,11035711859,1911725748,403517027,569028055,317431544,477099276,0,330995480,269456951,304767,346822496,91852,617858430,133488793
부산광역시 수영구,2723315430,5841225094,353461048,120921,701347802,425935280,1664741185,4726821661,10812292166,2002721647,344723214,583309805,318574420,461895503,0,278826537,299801272,245462894,359737516,65101,683143072,154045939
부산광역시 연제구,2655063110,5425764226,351946428,147324,707266545,498212498,1606486575,4127588476,13706486705,1612668674,380990320,568839972,322367967,461672684,0,323005917,243391801,173002,343419141,56257,517765448,155268352
부산광역시 영도구,2308209294,5154580898,377345590,585599,665478446,488855926,1526820196,3997010757,14592306887,2034218609,421374931,588877306,330491288,467893251,0,247919993,271809842,272163240,315367205,95655,625255569,144293900
부산광역시 중구,4705850555,11893380401,675571399,18883428522,1405828166,754918317,3524816904,9423771251,25410651891,3843447149,726284544,1196826771,514470418,943481639,0,537949043,558865637,343849,631552439,111771,1284415142,280498740
부산광역시 해운대구,4747291842,9151680185,662221910,23971621094,1127398179,790705868,2923918101,9266579710,26297410192,3422841472,784133828,1190540497,679982596,1048443320,0,514089468,488148070,570809439,750846796,137425,1284022121,297883406
서울특별시 강남구,8224629778,18130037205,958317684,34652638007,2193822519,123953918,560227422,14241691415,47054512797,4956009396,1076149147,2045604949,926424925,1646801090,0,777368137,899946695,963845822,1011403697,14263,8938872201,2228308146
서울특별시 강동구,3744468372,9021832286,488143625,20600,1184778966,67524454,274414762,6231382019,20190221557,2678037080,681055466,1036113464,517067372,857377744,0,515002608,434131956,220565,544474374,53814,814907166,269058850
서울특별시 강북구,3790218689,9429756416,598164318,95765,984854632,74720462,269997068,6969642112,23658559985,2447805063,623474081,986504770,551204624,685729952,0,452070635,434224642,547882,599347384,24939,928209123,254507714
서울특별시 강서구,4154004348,7579547365,518838281,30758422765,1148069217,82878667,265548975,6237071840,18920724977,2700697772,495036217,902770212,422768818,734137935,0,429165200,491802237,65594,568602684,21701225115,914724621,251091194
서울특별시 관악구,3874125551,7311240331,549006126,794895,1130258334,77029973,231689567,7170912542,22120218317,3008117158,714407853,900658606,531794342,902946591,0,448264893,484236769,165836,464938786,37349,845761170,251108650
서울특별시 광진구,3678540822,8472440289,480948358,77829,1059882157,62878050,233783003,7343425617,23563515072,2964015833,509943679,870936645,563449989,703382059,0,475050092,453785716,118009,545121574,105921,1001053597,235631976
서울특별시 구로구,4385598228,8442268451,577153904,80129,1159108426,81951002,218796939,6235629030,23685644669,3017994120,649261584,860438908,506654414,846097093,0,421377480,389714600,616529,539227840,107008,903579559,267685780
서울특별시 금천구,3630190556,8553157868,651564571,505238,1110718749,65031725,284154385,5750664726,23180104574,3084678043,674869051,976201241,467983530,922398805,0,445743448,449101897,281595,481315771,135006,852392921,272905640
서울특별시 노원구,3434428301,8323095272,496695893,8193,994855016,66889642,232101718,7062005054,21184221635,2815705000,583423251,1045973532,459670511,806986790,0,480565043,410621260,614723,559845129,113262,886071786,271925734
서울특별시 도봉구,4197666887,8168847992,536174688,277183,1121952939,61995221,272588638,6474806684,23862326000,2922283081,680067904,983100732,477662375,670832631,0,423509886,453767025,569500,435357209,128312,911593499,232766752
서울특별시 동대문구,3474432715,7830035110,502311475,403892,1052441775,65237169,227017124,5876902211,18063298392,2623127962,616850145,1092653161,519815731,839744813,0,432063851,416452014,578760,547403315,88496,869740532,258154221
서울특별시 동작구,4602840190,7679349936,620331939,608800,997148357,71160211,286334920,7445985293,18078634415,2684435589,599108928,935760830,434431654,861255446,0,493505342,485917488,408177,463613592,72787,1048979775,216491075
서울특별시 마포구,8582930074,15257273668,953056506,8064,2276111748,141954622,539962552,12950666288,43276264688,5524343716,1150116731,1991661498,1028451743,1408503853,0,916338356,754449604,420291,974449055,93514,1832323534,457199415
서울특별시 서대문구,4847790385,8524906939,557303980,22942,1200912064,72786944,253347448,7586035881,19435413272,2752329589,592291147,956188387,410939128,916123899,0,435474326,488729597,178430,557416196,73829,1025428112,262079712
서울특별시 서초구,9326462910,19165952991,1226025084,54221,1846140394,133945378,509671064,13565668830,43552210661,5483108460,1063103554,2076198129,989276026,1684708614,0,1006990605,875874065,181398,1086544689,14461,10280454282,2670746734
