시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
경기도 구리시,2527037506,4067619746,551565002,548693,546882339,808710396,1120207123,3076670921,11573365243,1728225615,1993546374,905515994,391963795,357503580,0,251131765,330526779,541458,401760375,9682,515481893,129490543
경기도 군포시,2026421761,5287253067,629699366,628846,512520481,748106648,1257828326,3176409745,9525872556,1794842542,1788435671,855417882,430989589,464410964,0,228132960,323402656,2072418,399942627,27987,463653682,110552413
경기도 김포시,2447358198,4348589520,588369315,371871,546071737,859482347,1100375880,2422369828,11850183692,1586532473,1698280639,793800230,472160933,413829664,0,259251575,257150802,236083,334716647,13243,519164557,126921111
경기도 남양주시,2128655520,4717081915,506889903,88838,570823779,664688960,968556760,2668220121,11207949057,1686631416,1665996731,912394252,472681272,344343684,0,258347673,338243886,676371,331839530,115989,451721305,118758451
경기도 동두천시,2380574229,4100103428,549581792,106659,538222038,680171769,1051368940,2831921235,10437139359,1685062663,1692918581,898598078,470118312,428450340,0,254375822,289614207,336129,402433772,42074,498596007,117015680
경기도 부천시,2661297691,4296247600,541354079,1916,488097768,656983003,1003225479,2418917162,12500021498,1431437784,1802634217,890447200,502430579,366324419,0,276716062,335559245,1205176,375127545,19208,523078819,127040154
경기도 성남시,4201264132,9928328072,982914069,527166,990624914,1395873725,1860909416,4255016472,21037298902,2808057391,3255023655,1500963881,789233416,734139567,0,419068758,478745948,2166961,636756797,7577,855247948,231186844
경기도 수원시,4730049522,9234331043,1066260075,585564,839208230,1527508136,2096843175,4759194978,22078147072,3407074512,2917740484,1595261994,905775184,802192957,0,460872993,573986065,178749,640109106,103363,799396003,239980016
경기도 시흥시,2707897827,4734381169,639277597,405667,601946894,807063765,1176161254,2688217389,11101228822,1658664153,1688806213,838523843,464156603,347721380,0,249258462,298429601,1642386,367808407,98609,564522666,129511431
경기도 안산시,2605821414,4872129364,681598343,458229,497275143,808849835,938531524,2867926017,12214872291,1813114814,1688484568,990611255,390390965,447065301,0,226166240,334881316,190126,367043973,5138,505248949,132015927
경기도 안성시,2411252479,4592070695,592962913,513039,510578566,712647847,1065512277,2569724854,11307943041,1821320011,1609854467,781582317,419684465,431318541,0,215995665,332184918,405643,421003238,73930,485037661,109482816
경기도 안양시,2025569189,4354730857,659680160,228079,500186353,826322003,1187727117,2366434173,11928253672,1800202201,1828663139,907647863,442080208,346488100,0,271952638,251163424,123490,395123087,147305,469679378,120916382
경기도 양주시,2641929301,4678782649,548337932,290240,499645145,789620667,983416777,2334997753,10463798909,1748689599,1597941509,825764372,408227254,407581363,0,237441164,312886735,1409271,438649613,28043,447447890,133392331
경기도 양평군,2266881531,5633083681,534154822,78934,516280001,2416946971,3497079643,2669076720,11286741914,1676143750,1777174713,887057887,454333476,461276224,0,221148165,252022809,1666468,358459556,98553,545256812,145908607
경기도 여주시,2621822209,5338394306,598694270,456950,494817674,776982757,965992358,2341848965,11822679171,1484719304,1784374191,808073338,393544670,388469629,0,275793321,318482515,1336694,355151285,106333,551738002,104223600
경기도 연천군,2064658866,4422623052,501480216,251028,555576278,826805095,1269298815,2835388615,10659004121,1835776271,1639615288,764273698,495157631,397680125,0,229621280,330983989,1727770,418631666,34571,525692148,144722980
경기도 오산시,2421539306,4444474376,604093606,33909,535791751,811208841,982041608,2431897061,11722855281,1828841784,1804897830,806545377,429361957,346486138,0,208249446,309737963,702181,377466907,92058,442813567,107968237
경기도 용인시,4833250019,9687818243,1075825273,301980,951016034,1421290453,2199651702,4929175409,21446130689,2923624661,3060304874,1903046542,709352596,642440001,0,389834002,617478104,1021783,729792786,14382,1057756842,216871404
경기도 의왕시,2660365060,4491878134,578185567,67268,515892050,745951062,939690006,2670070861,11414211826,1565079873,1817186911,823990347,387918830,432212870,0,246643984,305879533,1467031,338023986,122019,471109313,127035050
경기도 의정부시,2373190489,4363148175,660420535,613175,601090470,754578945,981621669,3245879561,12033248623,1664114312,1847453090,967815169,460113622,489247106,0,249702566,322504618,2045547,332943955,48526,579338772,130830086
경기도 이천시,2416091023,4557678063,515859195,358300,641936987,848337144,1269410114,2709246553,12196952325,1869557770,1599872205,991206842,378649348,418974316,0,204636859,263891805,271116,383961187,48900,515467907,137485537
경기도 파주시,2355060536,5225555134,657870111,110361,543055535,747539903,1214108925,2267130739,10029564881,1645030965,2041405353,762051726,380236671,344093212,0,210892096,305097451,1226956,432197776,61310,520778723,130817907
경기도 평택시,2012958564,4922510568,573989601,209133,501515917,647726563,938443967,3260245653,10993526692,1634973781,1790180239,843165414,508006300,430854124,0,237397188,330699584,2292333,445430310,90138,582252349,112108864
경기도 포천시,2701928480,5144688898,637861317,568299,486974691,740307955,940646145,3127493183,12270171033,1731408341,1874977192,841180977,443394702,440879987,0,230115389,297140405,1469908,434976699,9605,445944763,124056037
경기도 하남시,2387947357,5137953661,517888018,106715,525668346,768668857,919734082,3136158493,9237607751,1595047767,2012771634,925622546,411089841,381643120,0,262599903,256479970,1861954,356101887,4553,584615340,111417011
경기도 화성시,2591114277,4932272778,653930525,156624,585099897,778630898,985401730,3069950629,12044110663,1670196228,1934161862,1016262607,461039801,463662601,0,259713857,303667750,1432291,420553567,71276,419064103,141345877
경상남도 거제시,867100127,1783163482,247427496,538615,217323960,326465303,413495115,1034045150,3990274465,633586739,684388124,314918277,173523786,140689851,0,88442101,115657845,397805325,149967672,16883,213352672,55465448
경상남도 거창군,861120195,2236136775,252990778,544168,204136435,329004016,455151005,1109159108,3890168681,593610422,756845126,429081957,184252076,163632480,0,98078531,115578769,1000537,149462039,112024,165005485,43115058
경상남도 고성군,922408784,2290568050,215823287,436389,230563189,322008008,388444449,983897001,4594084362,668260283,655935906,401504192,163214444,163696095,0,97379197,123854029,463962624,148977325,7158,215366707,47210456
경상남도 김해시,845893876,1631584548,242932322,36764,209950999,329958075,396654377,1197491489,4622740483,722703247,755480286,373251437,185596658,144521155,0,107647023,125877731,894106,137298137,15501,184446755,49709759
경상남도 남해군,898953926,1701246018,250731414,413180,218324585,355070925,407812214,1059394345,4549823543,655256650,800856414,382521220,191652974,179173598,0,108469005,127725640,517646362,142870707,59374,180650163,51868448
경상남도 밀양시,1003443933,2048632165,248033900,33441,184320750,302289646,500025848,962154029,4936367429,629361957,688261340,404747260,158500051,173585711,0,81786648,123533309,2183003,164034597,2599,211617614,52773546
경상남도 사천시,893066408,2216568097,271112952,379427,215748786,324229860,372014548,1197571913,4415338132,726540275,698641316,370440690,183856834,182643297,0,81061776,111602511,432418904,178541806,32589,196989113,54087741
경상남도 산청군,1069172955,1944674927,199527199,293517,227370870,271487231,512052474,1222240037,4528107711,610261989,746749637,303530971,155611232,148687546,0,106258381,124172232,319492,157688681,37282,205575784,52653055
경상남도 양산시,958528369,2061414589,213660909,39825,244243463,324234034,433816853,1033037290,4414869467,759323059,615575386,382425082,180018916,178754007,0,100181465,137116955,1117661,178220460,43354,167873546,50278343
경상남도 의령군,814694747,1837876069,239177306,384657,220349077,278278225,442338914,1243238929,4123518093,706462779,657593317,378996276,159218983,192350903,0,86492661,101924801,1757818,147999347,111486,188746463,47480422
경상남도 진주시,1025967835,2037401644,208663703,89615,223306162,285202627,450289448,1165296818,4617653398,664060248,785415720,361188613,184549181,144955023,0,83367187,105910048,2049894,141884740,102918,169374854,44349954
경상남도 창녕군,1009665800,2041918043,226991411,247826,192216096,328368392,461918945,1235402984,4375800546,671046856,704990182,366844122,157136882,143082928,0,102993186,110712423,525532,142524931,29726,217836721,45023486
경상남도 창원시,1048753392,2135186055,274837759,94213,196253353,318732884,498993742,1174372481,3804552863,732727487,767118669,363344448,202681135,178735339,0,96948712,113567672,443447904,165861896,8446,236301436,54086452
경상남도 통영시,851909683,1834734671,216696173,530104,240375363,301727620,503258679,1256085957,4055705507,719649173,662879881,338280418,182542076,155069805,0,97297005,124302829,475916409,152229018,100361,185254320,44385779
경상남도 하동군,850814171,2048412963,258443966,634037,226362847,295715227,489591932,1179051550,5064540600,706451269,600844831,325263349,175299023,146880763,0,89241202,123698052,518116936,162230142,81411,200724023,55958860
경상남도 함안군,849814690,2207600693,245868385,350188,249978758,278183835,384477185,1080383026,3985647348,638813469,679629171,383274556,179960624,158926286,0,102973957,113601652,2050982,143407362,52754,209002838,52483181
경상남도 함양군,872427193,1913273140,218702998,190663,195076070,317928787,435010384,1121747354,3741675364,571159633,750090100,366300328,178100921,184681199,0,85791059,113411375,879828,153520087,40851,207088618,56879819
경상남도 합천군,971118387,2201144275,255171185,251986,219076410,278813888,480686505,1261111222,4085112363,565322496,590761468,374938028,187377217,173019647,0,94366642,127952269,930726,149668928,5958,197871130,48114936
경상북도 경산시,1009085831,1984549287,285755291,616981,219444122,296753245,497675889,1223639489,3947885109,682675993,729881018,338329587,172662206,156535102,0,92833979,136877863,1062175,140246991,17586,208380208,53651006
경상북도 경주시,900428226,1853443318,215853091,607830,238152733,923087488,1360789907,1079517620,3689292548,685702820,768301799,316763416,188996303,149747410,0,84137180,120229970,511481653,149435021,28001,222988578,46438589
경상북도 고령군,930295022,1777828912,276792883,261127,241475980,301669671,462518125,942904228,4693729204,592142696,739510486,388490226,192784792,147350818,0,87613407,115031223,1250377,140805680,105609,187978182,48254152
경상북도 구미시,1024102786,2009931613,276288124,89525,228874774,281385564,440735355,1061313810,4385180048,703648452,734490582,350721142,188501040,144046565,0,106420166,114159759,2121937,167106688,110512,209365279,56759955
경상북도 김천시,886750790,2247444100,274103307,7077,244403247,339122796,429528660,1289818581,4957084562,687751152,603636257,352898443,184185814,148518280,0,104513605,107277249,381244,158306585,61188,209814978,46961224
경상북도 문경시,975639517,1990569165,222276645,406472,202397353,273340941,433647202,1189178310,4419388327,617630489,682923632,325426800,158721983,185542012,0,89381793,127469838,2084083,173077031,27056,184416113,44729967
경상북도 봉화군,1028869159,2161028285,263984791,655963,210577590,270223135,428121176,1054986780,4742287518,723982017,785628608,313920177,175804682,163321929,0,88817793,129400323,1890308,166785276,68423,187142909,59194734
경상북도 상주시,1028786269,2144504702,245364535,612908,218350421,319309687,395628998,1058741814,3950670448,614157369,774741445,356018380,178822197,157208404,0,107935965,130910389,1278141,161969160,127065,190435956,46087402
경상북도 성주군,1075011393,1667482549,259429048,321906,219756052,278442700,437322577,1043821320,4761082653,654939211,794591210,306515469,198485556,161727445,0,80450483,132333879,1671200,134109735,113679,222230474,46714453
경상북도 안동시,901368743,1880620667,252252271,675553,202229326,287995320,431329033,1238458855,3983107529,622373681,609054104,347864041,195639387,176447494,0,113568371,124974443,900082,158097932,28459,234860340,48011602
경상북도 영덕군,1113882663,1791479242,214804087,617395,220166678,305547537,483351184,1157866349,4676491286,566678674,651997205,395185969,170510294,154616055,0,94915594,122539129,539700741,139480152,65329,201385801,42226989
경상북도 영양군,1072866526,2065629472,231873697,401932,214450042,305110764,409063501,1307088717,4543567798,661034408,610748234,307235457,169001533,183510118,0,99292865,127134647,267077,166754457,35466,206418083,43265990
경상북도 영주시,921753843,1956734442,249895956,87578,211999051,317751448,473276633,1201505311,4653025631,723417634,638671174,365933241,148436804,147684559,0,114164238,105281896,895367,169099555,92832,221000410,53388495
경상북도 영천시,892419291,1894497071,250524223,148993,235861468,317995474,469075156,970159710,4791375719,700525361,754766843,387315872,192784338,168561027,0,86547057,113932363,1770433,178478071,28994,202193165,51114247
경상북도 예천군,819149482,2087188146,237781840,41607,207471326,339673990,425163052,1172337542,3969389786,608556271,724083162,311379760,185318237,171512098,0,81182943,110764931,1250689,135699403,57723,229686671,46406445
경상북도 울릉군,1073395097,1909245838,235515050,334523,207226574,253693625,407837274,1121878716,4577696853,731020491,769401784,389136991,178946919,172121431,0,85818109,118864219,519734544,151635174,20746,180784110,49079495
경상북도 울진군,1073243730,1694535917,252134052,188377,230770500,347650715,483276556,954251839,4763186582,626111732,650109061,361245378,180704777,161028310,0,101368195,128441583,426362661,181079060,131611,168882559,41689790
경상북도 의성군,912078737,1710667763,230931982,94394,250668823,262589037,371649040,1028011521,4222137178,612766782,769928628,320463484,165489301,178872979,0,104882467,104548645,1689202,129696653,60820,178652603,49963390
경상북도 청도군,969183674,1810102713,269676615,558582,223679931,267633529,474333757,1078564411,4884779881,732423111,702350552,353574674,208368315,143141351,0,84033367,112669703,775664,164613682,97474,176399526,54192447
경상북도 청송군,937832499,1775076616,257177772,349043,193156226,343113930,461739767,919743432,4560939238,647733796,603297906,364764365,181345607,144524498,0,106115100,126213053,2287236,158631622,89972,168095370,49395495
경상북도 칠곡군,1066303690,1950437502,202555945,126057,212120461,338197836,441144980,1217785512,4916582418,551258928,625345232,362311719,164484009,151848439,0,99705286,132232810,1657712,130670402,16583,188830124,49496128
경상북도 포항시,1049777352,1887193447,242196020,6314430525,194882617,295078828,411989620,975531560,3791170944,612821868,773343248,333485294,167799828,178688155,0,111488929,117272128,487242726,156531198,4496590683,205009954,47981785
광주광역시 광산구,1873288353,3170832309,443977838,11926485899,336551237,51123964,87595228,2091957662,7443223717,1270042093,1482077844,694193690,284802890,315986691,0,193610180,217544057,2033095,302754835,8484671113,405301019,87575762
광주광역시 남구,1533308240,2927892174,443402577,277654,429495283,50809106,74181092,2340128317,7442238064,1104736112,1413867202,582322108,355368200,339930655,0,173869707,200758025,790461404,309139651,727,330219721,97386362
광주광역시 동구,1856802957,3156250099,382980806,26845,410959806,49898609,82081036,1931943653,8227151258,1225637484,1345307361,721481258,308421925,252794879,0,152621281,206003039,1884080,261049053,46095,381680462,82178480
광주광역시 북구,1794954981,3773195728,423917923,71214,339734445,58414507,74057369,2199702097,9084136626,1066133558,1423893176,554003766,368345487,318355151,0,151796856,200226212,707766,270415553,3281,323402123,89278575
광주광역시 서구,1889958207,3369071084,379631262,355720,442298847,49326241,84341157,1817559649,9038267936,1320609780,1330532913,556662201,374757016,311521889,0,193145456,207295862,1105124,262179216,44324,309161770,80954117
대구광역시 군위군,1458574634,3348008776,399191316,448023,367791931,55760487,80160823,1730886226,8688344742,1313779513,1216254157,592753291,364887372,299423415,0,197319331,200091171,1492452,310867135,84521,306391051,101576288
대구광역시 남구,1830837952,3072970287,375566063,396485,432573932,45509796,88284054,1682631822,8081740161,1037326331,1442409123,641790766,278877499,281462543,0,150217805,236409106,841010677,297682681,96663,363686672,77964621
대구광역시 달서구,1695458219,3462023439,438433563,466368,397265643,59621318,72370048,1879827318,8638556432,1025620555,1114339329,679771443,367836251,282851826,0,165703716,212781485,1618695,274562838,73310,351645351,76705028
대구광역시 달성군,1523206971,3186401092,358370774,613767,385042766,51923437,71492323,1953052066,7011858666,1116626822,1360111693,596929092,344262158,310208341,0,169990771,187932320,819387,334499887,125324,315326683,88558993
대구광역시 동구,1845026632,3814562938,461374898,10892325044,401086325,51301630,85301201,2185639670,8343994494,1326383197,1040823199,709774704,342577355,247927866,0,160547219,228889420,429964,265208133,8501121953,339115322,95080706
대구광역시 북구,1450097383,2948621488,408331938,399526,405696431,57819898,86035868,2084326508,8036100709,1044586126,1118900686,578218367,283419903,319359748,0,179658492,243468398,336016,234053579,36564,363856406,81062836
대구광역시 서구,1679582804,3817049428,458162956,594436,437757357,55109544,83992981,2066017361,7462293791,1282433488,1174296172,617274091,349596137,288614241,0,193615959,242911569,849285,243474237,19737,334002719,93643350
대구광역시 수성구,1836719567,3689048469,426634569,563591,409494739,45361885,87614433,2259002850,7293485708,1208368606,1206949588,565857918,323393505,325588249,0,146732871,239644286,1750359,256968688,109735,334417976,100263187
대구광역시 중구,1536232949,4073957600,447400365,259629,345099424,47638411,77767249,1719361494,6929773882,1246498546,1218102280,601913172,357504772,259048415,0,160465539,231901175,2522513,290738675,31784,420307629,86434449
대전광역시 대덕구,1699409450,3285219325,421815860,519173,404591674,49800445,73866312,2121229987,7792406659,1317756721,1371958514,598075547,319472729,302158646,0,183756259,214411370,1190453,258555352,66840,401103682,78971814
대전광역시 동구,1850606228,3811817349,394090025,101878,423943573,48587462,77971665,1658413507,7981911731,1157266045,1124762312,750602087,369964659,320370510,0,194665497,196273303,139283,315085312,60728,314547468,103288547
대전광역시 서구,1901306317,3429311099,389059531,663556,410263886,51726014,71300150,1778776639,8487800612,1146260899,1307684429,626270269,332011889,326090584,0,172872882,236061511,2152808,306972059,61510,319221094,97376322
대전광역시 유성구,1714955154,4010977191,494001932,412092,361053920,44800037,88854958,1755000527,8475680900,1302950586,1450838875,537120640,355551739,294351704,0,178305741,232922455,2056317,264293002,121301,421128373,79597739
대전광역시 중구,2047128375,2992525119,358448119,547771,429062621,58138459,73474768,2180538682,8477092910,1252055096,1374013573,733713505,341380027,261787845,0,153874163,203845349,1688471,268458984,33791,365646746,98999616
부산광역시 강서구,1997947227,4262778524,659933688,17725909586,477786941,825034343,989541283,2736712462,10110186784,1726507224,1883287455,849048228,482009562,408498084,0,209384203,281211808,384510,383982879,11491644695,538108545,145600830
부산광역시 금정구,2429313914,4665882173,602936066,607506,551501318,739621405,1101994153,2916110325,9432597731,1751591143,1585003684,952033469,481993886,454904367,0,232105467,257748022,2220304,379739809,17851,544537678,134961470
부산광역시 기장군,2316420728,4743207312,540644929,426837,491266406,683631429,1198895587,2466729095,12015841580,1383472874,1675560879,974897798,421137594,371714326,0,217683304,332007837,1138805678,434849340,115462,575622483,118582095
부산광역시 남구,2750621814,4174649107,627856369,232001,606868996,847992716,1137914468,2360946001,9871014569,1871990445,1553333441,850539425,406370390,428912271,0,221646086,308443756,1230380780,437076763,56633,576229817,126988906
부산광역시 동구,2431340843,4960130561,538325653,329788,477232670,858448829,983407849,2780543409,11064792444,1738817561,1679737113,1032191082,492750156,421937528,0,255251319,266761144,1081084,416679693,65887,548806113,109917022
부산광역시 동래구,2508775852,4879794650,619494500,74064,546962177,625752528,988291040,2743156453,10408074202,1841519500,1436630107,852460366,417395106,343612041,0,228911209,298752812,957809,403705143,34014,549124512,108700681
부산광역시 부산진구,2386763191,5087921110,601860827,242454,536804369,860233538,955048681,2411935935,11456669027,1744182443,1553213336,842660824,391947678,379470155,0,250040368,286306596,970071,398757929,72944,563184143,133460146
부산광역시 북구,2137437866,5339579036,658053142,528164,507820991,656210187,1259932334,2832342653,12836708387,1747457552,1760868733,754091245,462139955,434824738,0,215130270,303832179,521619,434268825,79091,451101355,129623320
부산광역시 사상구,2493141190,5404958753,674924293,462360,496493760,815836794,1136261335,2600815999,11139818377,1573742191,1645551990,1027392755,436818564,410911418,0,250229534,269647174,2088242,394838177,53066,500798985,119581623
부산광역시 사하구,2543094129,4699004399,677030715,140118,525446715,794353050,1087554803,2751892448,10642131962,1421651461,1637124404,878807351,400301628,360052773,0,265979117,314637622,1276697808,357829904,33281,553432836,146817527
부산광역시 서구,2476739248,5764026202,616808502,107705,642132693,666717712,1001581384,2307722119,9568541999,1810971858,1816812531,833603051,485368221,391128186,0,273615261,297384106,1213082,408112532,87730,510199370,113400399
부산광역시 수영구,2535929819,5416209317,578775318,109938,579851263,748281449,1160586632,2937789517,9630985474,1851762519,1547209463,881378524,472393418,379344681,0,240510545,325525944,996030793,433747436,62043,573311611,124938595
부산광역시 연제구,2426876856,4691405484,623264145,146521,598658884,852769953,1107051522,2640529498,12019476292,1536208197,1833895926,854214786,471761608,365491940,0,264915970,270852084,678843,403041074,49841,464603517,129834070
부산광역시 영도구,2133013848,4629020912,629746691,507780,553263262,789715724,1029812153,2553218811,12231487842,1885652136,1887551558,871137076,480142252,401064247,0,220286359,311424278,1057345116,363945038,90113,522092636,119539783
부산광역시 중구,4443984045,11108517763,1147090055,17781899020,1170774577,1324760127,2324885405,6125866928,20310856883,3585243950,3470150073,1850411178,807450667,753848901,0,465742331,591583591,1307832,790241555,99865,1034998721,222350237
부산광역시 해운대구,4292108918,8324278947,1162002211,21660756237,926724520,1342137591,2003340181,6065738662,22375629957,3282895854,3726622863,1855392704,990116156,917913720,0,439442686,521581313,2315747257,875020062,129089,1041353940,244315395
서울특별시 강남구,7897290644,15848425836,1697196565,31481317521,1828190008,213513058,381393579,8726387762,41438914098,4615530377,5040219695,3044396299,1332919806,1415791555,0,689050107,981188360,3866272311,1174207085,13461,7114360842,1756768676
서울특별시 강동구,3333305612,8635744413,873672560,18762,954696071,114843503,198221225,3968940912,16148192752,2548948708,3274718469,1532561604,769256814,709940934,0,444206835,476706430,883358,626105325,48477,689681337,221041684
서울특별시 강북구,3536467708,8414770769,958770998,93188,818055976,131924698,186635557,4404909413,19478313731,2346250779,2889347646,1534533116,778314999,578698948,0,390270832,472351500,2207604,676480201,21836,762633122,217638215
서울특별시 강서구,3970756133,6872971371,898761118,28839367683,1004113337,132033378,180227399,4211002100,16014603488,2398297453,2339786984,1429919946,637887493,629567855,0,365715416,553810862,268223,684586422,20170539664,766968648,202781514
서울특별시 관악구,3675839702,6766654444,922037732,694631,951721602,126223240,152926230,4664955077,18850239333,2688114229,3162768390,1416770704,843539814,746540375,0,393117209,542379303,686868,571868275,34550,708892797,208035790
서울특별시 광진구,3417135875,7745274655,819074521,69395,840827665,115068229,162088673,4454474858,19410615986,2734279563,2541064712,1220965458,791322441,616804122,0,388905612,489940977,471571,640841429,105604,785403629,192857139
서울특별시 구로구,4137888599,8209136900,937354708,75452,991756436,133606726,154646020,3880360879,19389693145,2780103120,3141716746,1345739010,730851275,691310246,0,377737459,418474243,2470397,636225558,96153,789198570,214475963
서울특별시 금천구,3413503348,8155032156,1131564820,485292,979256446,110162684,195968665,3826345650,19376052328,2999193940,3150255749,1465179075,714692954,785498420,0,399766979,521591771,1136385,557543334,127589,673119878,226246210
서울특별시 노원구,3217906025,7437657294,845031615,7114,810064823,118290892,158794655,4498439078,17964025673,2454824196,2554118185,1657503706,679103750,654817776,0,427937583,450640267,2494018,680843463,110374,785115496,224479342
서울특별시 도봉구,3835206436,7867525084,903999961,257878,941494435,99666433,198288902,4163663604,19251413896,2808123513,3058002783,1403065530,725658260,592840920,0,387272468,471743791,2325256,517923829,117588,792828063,193808856
서울특별시 동대문구,3320289830,6924025690,868430780,377583,933860192,107923817,163302590,3865114963,14866068383,2334163671,2860282065,1552336559,806623386,696407901,0,372682180,447941535,2311499,619255583,78677,698322266,218649305
서울특별시 동작구,4223410255,7232221222,1072358235,553555,821746946,116509233,199967974,4778793557,14986824895,2560580924,2805412485,1470889324,644154795,759042848,0,407961963,532039439,1676892,541206434,69862,840560091,178845532
서울특별시 마포구,7978275751,14846204638,1674906934,7424,1899701942,249221349,385215466,8447813460,36517183537,5165039856,5477948848,3001227284,1559714704,1177037779,0,790580306,850000011,1735591,1081252724,83724,1498520068,357352729
