시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
강원특별자치도 정선군,1482747932,3055066236,339762273,314700,362255438,880550611,1826245476,2076422670,8028586840,1270548819,880231212,443406362,242771558,319986020,0,132009400,139885171,684960,198922350,30459,431574126,115085549
강원특별자치도 철원군,1353805744,2808523675,344346938,16727,312757572,1034481272,2032513187,1893586698,7618085893,1044977459,877686899,462649828,271283331,293858769,0,144542002,157804895,837911,233223555,54440,455368531,85604954
강원특별자치도 춘천시,2755546414,5170903127,594798120,122134,546328626,1475567351,3340600491,2630328306,10947068724,2028399542,1539019181,653508317,413271423,510517902,0,268872961,235611086,652744,371229740,78525,768763409,196014889
강원특별자치도 태백시,1568807652,2869320179,357328830,334285,341569586,807116796,1689900287,1582276437,6821211206,1113874974,764140997,470198097,227275989,248918214,0,125342826,182756680,221089,227943759,8276,411983112,87426503
강원특별자치도 평창군,1638516319,2634465839,291057836,320581,271472356,791725487,2081399508,1936755764,6926199756,964303826,878975351,419073034,210798380,269426010,0,145016377,162277584,622814,188209916,10162,428376091,92481351
강원특별자치도 홍천군,1338787991,3032547708,275841385,381655,353376837,938291636,1906711667,1554970095,7785766271,1204137362,899021109,473344448,259769967,253900850,0,126565017,159998981,615348,234590355,85422,384595249,101603038
강원특별자치도 화천군,1467444263,2883373694,327561671,87837,333055452,1021855970,2029366190,2005022082,6721124154,986253379,1003649954,457608661,273519206,271456462,0,162084102,152978522,201404,194926817,18772,438354496,86215390
강원특별자치도 횡성군,1808523886,3104866845,363994156,400269,277477636,800478332,2190487957,2036350135,7081250765,1222367070,937036209,416308048,242425376,233735387,0,153222472,159746438,668645,237200518,22288,437398252,111956596
경기도 가평군,2264661210,3199083207,417197129,73224,351742824,1041727195,2605571694,2262399819,7952127581,1228215640,1199046165,439470215,340364938,350781298,0,157771343,225997550,506639,311127148,96784,573502155,131903056
경기도 고양시,3356086286,5744311979,781251998,245285,641335903,638328461,1439486499,3868255057,15846666913,2526442573,2147779121,1020442550,603172529,663882365,0,299528354,361065711,323466,545898030,53150,995258081,194518757
경기도 과천시,2316820716,3739316970,451622907,264967,414001990,328700969,700060242,2071988742,8514302127,1540688066,1180285949,496442426,316992561,379494279,0,159657244,196910037,583580,243853202,41880,486979332,112200258
경기도 광명시,1787052075,3552384962,384913267,535151,415903975,343523036,845430364,2281896171,8383936313,1492187296,1229859112,590815693,326220255,343677761,0,211430157,220970563,496629,262864816,62288,562401643,108940641
경기도 광주시,2098281396,3591592227,471495351,345491,349410782,311796765,725251065,1950330102,7941473509,1401136917,1177212690,556308872,327803919,359611849,0,192560679,199390110,631050,232046264,38403,444334399,143827982
경기도 구리시,2212855603,3190064905,383820050,391630,404002817,419770207,827721333,2459078541,8908259560,1342846756,1253573839,513745327,257079990,287785099,0,185666118,206627521,193231,274272312,6610,507746319,126274678
경기도 군포시,1753256884,4004900194,406228224,477565,388078623,388166042,866298787,2653151318,8282436365,1569983096,1139001141,473675160,297936392,396032009,0,170695802,206275502,675920,270359137,20109,455782612,109668594
경기도 김포시,2102094063,3323365398,384862853,295169,403656703,436218673,821386867,2067580684,10022847815,1319430142,1087266081,468497050,312172297,348545985,0,197764567,176758750,81547,231984113,9646,508184736,122518721
경기도 남양주시,1848974830,3484546165,332878682,69360,438412448,341143163,756801620,2115489551,9224894739,1373616082,1058753962,519031743,311217268,287899643,0,186313065,230169552,219640,247363668,83346,450106145,116394296
경기도 동두천시,1942059496,3291991197,390331373,84527,389206869,344470095,785769381,2270664909,8863699309,1429913255,1077323475,558414212,332059239,333089397,0,184054373,196689594,110595,273621334,28716,493243215,117231228
경기도 부천시,2286430973,3294567701,368760375,1504,363879046,341128897,737092205,2009685574,9922778950,1219406308,1162884432,514130506,354739692,307437689,0,200780672,225792070,397613,274287375,12809,541071642,125402684
경기도 성남시,3670292588,7611328093,641141947,390787,716155079,679272968,1334801859,3654388073,17212922518,2228384064,2083568905,869302111,552958284,603006507,0,301532179,331939990,712520,439629732,4997,803805548,240453301
경기도 수원시,3908935927,6985623926,691606448,451487,650916006,726620431,1593599743,3819574518,17819605661,2782925138,1911542957,898341992,616794260,652481879,0,344284416,409024813,56303,443777973,73350,803413464,232141158
경기도 시흥시,2195144082,3464295625,398081345,304644,434042460,425902333,857974233,2212313257,8707282945,1364205593,1053118493,493370261,302545006,301476043,0,176907754,200955993,584786,254348054,68654,578621062,126382179
경기도 안산시,2227616564,3827283754,455868537,332669,384125413,394499947,661833865,2299466907,9613144666,1473906539,1083243378,569347887,262884912,358362065,0,169179030,212850193,66778,258701592,3505,524400248,129256229
경기도 안성시,1988521508,3504465246,388803784,394216,380561543,343068040,799650579,2055114046,9051315917,1536784985,995939090,469888795,272627380,355342993,0,157525965,226763103,129085,279417737,49037,478254093,113091468
경기도 안양시,1798626984,3339916590,453587985,177642,349876418,418326523,892126523,1947617841,10069315633,1538899243,1097799896,523368129,284496310,293634146,0,196404319,167580481,40068,258394904,105152,476674042,121585312
경기도 양주시,2176874440,3693453593,359286559,226733,375140851,382503168,695651340,1860738029,8374058029,1422646158,1084053560,468443548,271822752,344788493,0,177468423,198248772,448538,308235631,19052,429794538,130415989
경기도 양평군,1886317843,4039891640,362866658,64292,390250790,1224263664,2393234608,2189318227,9205558310,1380949672,1171194880,502191242,305130427,378908137,0,169888019,179757740,564041,256447677,69090,524977802,139679226
경기도 여주시,2129605177,4031883426,373879181,339775,358275446,405559103,698427195,1994380763,9801157581,1195987065,1174194139,489229516,269909263,301071828,0,203075900,220850220,445478,241682881,73392,558363252,106401476
경기도 연천군,1696780063,3334576614,332128733,182348,409257794,389828298,877770191,2378175889,8774910810,1461175123,1061964600,464071253,333028105,316507555,0,170443200,223198982,598704,286727597,24677,502551026,143662802
경기도 오산시,1976292254,3469217103,384192506,26185,413441633,389147182,718466590,1965600116,10046674130,1595096364,1126560835,475576877,273434182,286709274,0,161341303,212524190,234029,255864857,64754,411850160,109128061
경기도 용인시,3926290138,7408360958,751641911,236670,743655889,673989475,1568832388,3880277129,17146627109,2466794307,1918758306,1112905309,484584566,520225193,0,290056340,381566241,349388,514547149,10062,1030908774,211621134
경기도 의왕시,2194669863,3426943797,395651805,50886,361863822,372163704,685018662,2248652335,9458138031,1282976741,1243924934,448793647,252631347,350762820,0,194119152,190463715,478505,239294135,84369,475291281,125331189
경기도 의정부시,1929428197,3358279398,441285945,467345,416590538,369110978,727136653,2643737819,9655507849,1365411320,1234530231,549345894,304067742,382498515,0,181867987,212804981,654143,239988404,35943,585622471,126752639
경기도 이천시,1945024655,3608583744,366707189,261469,449694598,421668698,896233450,2215762222,10338139546,1460780890,1063323008,597637775,257835867,357348041,0,165291664,170252197,95496,255456577,34698,498177575,135176198
경기도 파주시,1853505864,4036495172,439380665,89311,378786169,380339087,920802616,1986021734,8100830340,1271258730,1255342317,465948442,259110328,298716092,0,156026992,205659636,396188,299175888,43595,495935232,135406484
경기도 평택시,1708187400,3857614586,387331967,157954,361016002,317323943,705214984,2596821632,9008757257,1297925525,1147982303,474191781,331266305,374755600,0,169769053,224910158,764468,307481040,64944,565040942,118497048
경기도 포천시,2251647362,4029757065,422277109,449792,359176674,369163447,663138872,2498361935,9513345536,1435300615,1127792887,480383169,290258353,346587029,0,170374623,208050663,469373,302943839,6432,458345916,126963629
경기도 하남시,1979484613,3758151198,356728086,82595,374826193,365549118,685406103,2407334507,8026453702,1318540962,1226503663,547050186,282143811,305767420,0,194465173,169790692,575992,253259940,3020,580256110,106706859
경기도 화성시,2166039671,3820936070,446998172,119868,409146756,384856844,757513083,2462256241,9987459384,1378323390,1227249235,594267184,322836361,364800310,0,182783167,212715712,449226,291640770,48684,427520793,140399251
경상남도 거제시,696566887,1430766220,166062133,420159,158500956,157816082,293671690,834230608,3212326786,508400332,444104683,182538395,115610546,118519491,0,64678062,73906735,139002993,104418392,11499,203694463,55427574
경상남도 거창군,680658570,1685912760,170616408,438740,147560994,168584026,328809112,892374714,3127893558,482577763,488275626,232581001,124455535,137952997,0,73418485,79530750,311310,100764639,78981,166272142,43801078
경상남도 고성군,815386595,1715705785,146417764,314134,172146428,156318627,302110078,771831595,3750450716,548886026,428630070,233401788,103727776,131572960,0,68453857,80882194,160004521,97203660,4766,219084420,47613931
경상남도 김해시,706893585,1321598047,172526606,28983,156097126,173496206,294508498,1021915861,4001827708,573070824,503972534,219830623,124650852,121149722,0,78343015,80777616,293408,94689453,10743,188527157,49549927
경상남도 남해군,710988587,1319304889,164782312,321074,161578032,170780054,286790385,855152602,3653210687,505660599,522268460,223731492,122565029,146488097,0,78150588,86341954,175634949,94879598,41349,174260532,51009894
경상남도 밀양시,855645069,1583709575,159535804,25195,136687325,145494288,361016923,758464632,3858947635,526163688,431630464,231885553,110629561,147744080,0,61670772,85632684,727418,112180497,1733,211703319,53580976
경상남도 사천시,767812452,1758682501,182997126,293189,154613779,169537164,272118982,1032012344,3562815580,569043879,444187012,215860505,116533686,149927058,0,64512781,76882270,142416555,117690364,22258,198451775,54119604
경상남도 산청군,887278041,1456884429,134430947,223596,164863681,141804178,354321626,1018376631,3641997981,502134279,467224842,177382864,103363238,129355125,0,78353360,86953687,98601,108868306,25242,195944487,51858052
경상남도 양산시,831063465,1478574954,134474910,31305,178822182,173622367,322281832,848958521,3627930285,620554850,401164027,225850080,119804996,145247295,0,76095132,90786323,384967,126089445,29266,170683388,50585142
경상남도 의령군,720880413,1417628003,168755926,295401,166267023,132504539,312183464,1013807266,3385779889,567417699,441051464,229372184,104269736,156801605,0,65091475,69159914,544736,110331480,75956,200138424,45335140
경상남도 진주시,844453045,1601610223,143144042,71641,164984535,145361233,310685167,960579686,3940657066,542318759,500636901,220502776,121302742,116752505,0,64469392,72482187,661023,99328656,67961,169777014,42440293
경상남도 창녕군,808511267,1571791502,150043778,190053,137145019,173752150,346048841,1008879797,3440793106,524667634,458452542,223164491,104132689,113675822,0,76825560,73339825,174760,98913318,20967,228933343,46012406
경상남도 창원시,851400738,1675051935,181125489,73625,152235810,165319803,357681106,1010630710,3305630348,591931869,487636648,214541018,140624768,145726510,0,71217427,76781895,143823336,109220202,5902,231789154,52625611
경상남도 통영시,695206390,1429773085,138951440,418449,175606530,144444232,348346843,970300618,3348216092,623712972,419156322,192675022,123076155,129269798,0,75871318,78317954,156134103,110717391,69214,190535932,47001474
경상남도 하동군,688854732,1513147865,165520765,486368,156360820,153213624,374509887,1001324153,4030107166,604862059,405085730,185888248,121966315,127009023,0,68972437,78625506,178554663,111172578,56065,195535729,57585691
경상남도 함안군,689070008,1741224868,169783071,262485,185844719,137752574,291409041,919789189,3454222889,517013869,436825484,223648868,119654016,125475315,0,78076980,72373303,651165,99821453,37091,205767678,54518718
경상남도 함양군,711048499,1577759660,148275899,158102,135730474,168270301,311339145,913007459,3238758170,471925510,482232612,205477607,120377317,141210745,0,63747764,78014082,293180,105381152,28822,214868945,53547979
경상남도 합천군,859751901,1673139997,170139233,191051,160475900,138451629,349512605,1006669175,3225251734,462049158,371814620,210985345,120755394,132516556,0,68852919,81905098,321518,101976765,4200,190542662,50134824
경상북도 경산시,880702021,1563233745,176487705,477775,170543833,137549715,344715490,998252477,3292941410,582227542,452436199,209662376,111234684,126200401,0,69234497,85382161,370435,96333870,11749,202664857,53272544
경상북도 경주시,747797618,1525742946,145610610,453632,165873623,470505747,1044805758,919491699,3240960876,541292847,512994341,191542953,123429179,118496756,0,63468068,79255113,173052760,105163443,19137,227689295,45907267
경상북도 고령군,800473767,1345696200,190146426,193802,183007072,155473309,334101343,779829022,3837221424,490156491,497205803,225974554,128902730,118382903,0,64688726,74156876,422860,98963970,73278,191510105,47308520
경상북도 구미시,823045663,1566931500,177955136,69383,157990918,141302345,325850196,872322873,3720176443,577036492,464101490,215147775,129072783,123956141,0,76056631,76190183,732888,109877565,73421,205390947,56003436
경상북도 김천시,701742518,1628196185,182435054,5071,174396433,163607281,298988733,1009756487,3827482106,560630067,408448305,207190777,121048630,120826507,0,80347463,69971997,121330,111468231,42100,212723006,46406567
경상북도 문경시,802566676,1625026482,147987439,301407,148736889,136035765,323204454,942735405,3740559252,492021950,441870325,185369853,104288583,148417107,0,63298192,87260441,681661,127505996,19317,188558081,45693839
경상북도 봉화군,837957574,1631763160,177173183,497919,156091768,132625086,314177105,911182273,3883830864,597069898,471779899,185677615,119277553,132596949,0,67578621,86892131,667045,114236347,46574,190782004,57561982
경상북도 상주시,896773240,1753363421,164763136,437706,158868319,165077596,281203005,893948852,3309039390,504166357,480606757,203496786,113237203,132403978,0,76204460,89610557,407935,109764818,88582,201690862,45755977
경상북도 성주군,871085766,1337420285,172483825,245187,161026599,148222558,326603717,816750319,4000546737,539290852,520383897,190947377,139416533,136489609,0,61411612,82562595,535979,95091156,81025,216526360,48426418
경상북도 안동시,727360799,1451257703,172550857,545887,150904293,146997946,322790380,993884812,3045722218,523337936,389694133,214912318,136579091,151230521,0,81060656,85920050,300044,108986826,20929,220899028,48394840
경상북도 영덕군,913522334,1450685347,145314747,449123,169726053,156447107,353000865,1000602234,3792996799,464760034,435391371,240579936,108434791,132271946,0,71027106,81834510,175710482,97342964,45301,196110270,40990788
경상북도 영양군,954687800,1540650809,153091945,324610,163405972,159858033,304396699,1058837204,3885965318,543375586,406309480,186867131,116731239,149273034,0,72720105,84180726,83411,117761820,25038,196587981,45990082
경상북도 영주시,734871138,1511018945,165515947,69435,149738405,148058326,342844165,1032490946,3728630404,591215930,419606879,203272133,104959417,122697115,0,81180599,70076296,276453,111326390,61989,216248062,52308344
경상북도 영천시,729986346,1411164383,179836344,117063,172704163,166019250,358945908,738011003,3800274010,597034088,474347426,224489082,136871968,129404373,0,63087169,74596743,576626,121746149,19860,196194600,54868915
경상북도 예천군,696843842,1534622112,148633482,32615,153981617,173138193,333549188,953449903,3083330610,511798332,488608269,181990645,118230116,138447945,0,60138865,77589223,408819,96849558,40678,223913960,43832155
경상북도 울릉군,882214053,1478285306,155542605,249375,151664016,131540157,294691214,923006722,3841575952,625184195,509542297,212544730,114325654,136488479,0,63901926,77400923,180518533,102783507,14864,175973558,51980090
경상북도 울진군,929405097,1382024407,174829035,143946,174159147,167241902,342777308,807886690,4112978176,497460275,428756914,213667403,117627073,128706806,0,73652685,82343899,141798684,119103062,95731,176636347,44454686
경상북도 의성군,762690198,1337390642,156003001,72208,181812793,129628498,280024573,851800244,3409734533,505725278,514768469,196933667,111615307,141256103,0,75049874,72309797,565050,94582386,42718,179959490,48694784
경상북도 청도군,782362039,1405793403,177320913,434512,165885230,133290696,355962525,857428678,3966710544,574801802,457872036,213967102,135534824,116292232,0,66053949,78030318,260873,113712889,66330,168568884,51720858
경상북도 청송군,788288461,1316017817,171220165,260734,139512431,163441881,349519405,762669179,3857649702,527418577,395092179,200138344,116351766,117703593,0,78564855,86251549,753998,103178347,63730,176341746,49363755
경상북도 칠곡군,880721821,1514379656,136804875,100277,148003634,160391702,336794202,954237477,3805905900,479394826,406839411,221558278,109537569,127198382,0,70761936,85417666,560964,90686313,11553,188683305,47117073
경상북도 포항시,858007469,1458428562,158682089,4989044960,143756635,152836804,293039427,828361955,3252739936,530836820,493242254,195919842,111189920,145026627,0,82752420,78171698,155151806,109213122,3326999403,213308568,47121419
광주광역시 광산구,1635620207,2349639142,286521376,9255023343,252947789,26707952,60817809,1779643952,6188939665,1044555223,959542637,431049513,188108728,260641924,0,148762023,145470220,674968,208242643,5874344010,416964379,84700782
광주광역시 남구,1328403790,2359055030,284552168,203370,325628290,24685388,55071202,1910117016,5962326442,910694046,922737180,336757875,228430429,279990995,0,136416985,137973893,261567682,218691207,499,337424960,92073720
광주광역시 동구,1565686573,2315767855,266706381,19881,314572499,25247641,58188354,1545530336,6829268136,1029863008,879777230,407671805,198862265,204329569,0,114284369,139138727,622597,175517612,31240,410178493,84187932
광주광역시 북구,1462495422,2805320520,279446948,50776,251238793,28751968,58093815,1700086587,7435426598,880910925,865130378,340324563,247699448,256645149,0,114498058,130671453,219714,185401370,2338,323949185,89384636
광주광역시 서구,1521460365,2778542239,247363458,267058,312060654,26148300,64111573,1526718036,7536811903,1081985212,864309796,334493329,250646630,249535758,0,141415486,135453293,375735,173853475,32020,325177179,83927861
대구광역시 군위군,1270772574,2741672831,264797920,348622,273941331,28028154,61578633,1354824921,7226145518,1105717928,786651997,366658752,248270638,255244077,0,142684995,135755831,510163,208101307,60825,300570535,100430786
대구광역시 남구,1446625126,2384466061,247045925,287455,319413506,23332807,65084569,1356856430,7103366430,816403250,938292477,381054203,187461146,230880692,0,118134851,158488591,282309371,210705597,66235,373365235,76663339
대구광역시 달서구,1369428219,2646634043,313103053,368184,294338473,30736146,54562782,1547901752,7479577781,824084062,715127124,382187087,246152582,222263372,0,126785563,143403938,529940,186498028,51828,357237939,76285283
대구광역시 달성군,1223464665,2401254338,241648321,477404,277106050,26853928,52392130,1628647924,5400102791,931191559,886347037,339577984,232145978,243492216,0,131049310,127804441,271237,221692077,86371,331454477,84130933
대구광역시 동구,1564429647,3005433273,293900846,8189949636,292054644,25070015,60173513,1823299493,6954803622,1097849495,694818329,408418892,244300241,215772230,0,116806800,148130733,144460,184652587,5574038559,345282204,100462835
대구광역시 북구,1239310733,2344637138,264575212,320548,298543603,27291366,66715769,1704984407,6601498567,898441726,711320076,344723199,190158834,257041767,0,126856743,157267561,111378,165417870,26100,357924661,76260115
대구광역시 서구,1360889253,3059688963,318594590,429151,308794596,28877246,61380592,1701648891,6255739985,1056272831,736429592,350862332,242208272,235854799,0,136825990,165631979,293726,172844981,13732,334316075,93062630
대구광역시 수성구,1502525387,2880629677,279338581,445138,295334675,23457922,63504261,1835713141,6331676915,948206754,795181181,333474337,205799073,261440583,0,115388497,159663583,550748,181537933,77392,334629829,103120595
대구광역시 중구,1317688459,3179619109,288400886,196683,250459604,22963465,53824768,1399073612,5521514532,1045137766,820570462,351675807,237689950,214364538,0,118366706,155801872,830472,189364588,20906,419228851,85168606
대전광역시 대덕구,1347237411,2663070152,294434380,379958,280603547,24531615,53397433,1722914895,6063676001,1103932620,865749231,339761391,212155565,248431677,0,147270700,140667794,413743,169305712,44609,379862131,82654174
대전광역시 동구,1559936834,2928550891,271686732,75901,304101269,23646605,55971094,1353049548,6399531581,1007476069,722566934,445634393,250070664,257429752,0,147321899,131945900,43592,218602280,42435,309010468,105127571
대전광역시 서구,1626819972,2724338498,249248376,484760,301497809,24953460,54241359,1518821733,6833097674,926363752,818428196,369492688,227151461,266772930,0,123246023,152346480,672006,204573648,43639,320003206,95930512
대전광역시 유성구,1367397480,2977592727,329668982,326159,258481570,23918658,67943814,1463497228,6999320100,1047929464,946641271,324991605,248944076,239092267,0,138260416,161395913,690738,182635610,85647,417474995,81648395
대전광역시 중구,1649334084,2349972970,247356389,431811,307934212,28036646,53174848,1676889253,6781759624,1013775035,858077340,414084896,216525742,206719663,0,115525059,135573305,584382,184695068,23144,367567511,93585073
부산광역시 강서구,1725961451,3267086312,434284371,13085204462,360998158,412682645,726317308,2294672169,8287565844,1427431216,1169470749,483823347,320940902,332520011,0,159902996,181129142,121342,271034944,8107623993,519566117,141662045
부산광역시 금정구,2008462359,3592444352,416387746,478100,392423047,360871100,841243863,2371986149,8014605197,1381046355,1014988358,562073481,338430474,379828305,0,174474318,183156574,765498,260167601,12192,550173369,130464296
부산광역시 기장군,1865414962,3752650587,362672571,333145,345182868,347316244,860943609,1941798077,9552839899,1169263076,1021338749,542635269,272593367,307447359,0,166902664,228513142,376620498,283512528,80544,542993635,116499332
부산광역시 남구,2342512801,3232560988,428480539,173623,441588278,414317799,813163847,1981878906,8351654533,1469444126,1030992489,472531497,266340006,361442530,0,172544458,200623875,431383842,305095098,41025,573378434,127467126
부산광역시 동구,2022684680,3717576301,375643515,255446,343046704,413558218,704102605,2294927840,9107732273,1472019723,1102930950,589924347,316842073,343140270,0,186066529,174545580,355175,277064231,44180,563682302,106407319
부산광역시 동래구,2101026944,3644080137,404250660,58920,379058685,332715331,713877697,2231324458,8585354815,1497171141,923423409,488500902,291128579,287596363,0,170368744,194100708,333627,285015258,23250,547523731,111544161
부산광역시 부산진구,1957813512,4141093368,378910288,188428,414501733,423005524,723002551,1948208221,9458729885,1506823403,965920657,496978508,266657513,328171242,0,181469596,193555456,322535,264680053,50637,575563830,132566338
부산광역시 북구,1770231255,4194908690,425573795,409901,375089890,347365953,868364987,2445028436,10244635716,1401353626,1140972792,445552362,316231250,340825865,0,160672727,195974149,178699,297788155,54730,458966471,137773375
부산광역시 사상구,2092787316,4358570485,425091861,373335,344087721,417525034,825025574,2193875055,9325855527,1218596708,1091934256,609876509,274028657,345718022,0,194821956,180117825,666732,268381383,36476,482998331,119952845
부산광역시 사하구,2184463270,3720510072,442467963,112601,371446526,423256469,759378193,2370720587,8804306002,1176982578,1000858271,530987032,275184607,295737797,0,203742991,210207810,453345863,244909603,23823,572648727,141875592
부산광역시 서구,2143071031,4341234766,415096619,88324,438068779,350590328,726133153,1976697464,7516389901,1427512399,1210402013,495125193,330166826,316545595,0,197751097,189183299,414253,287812864,58446,507719708,109958042
부산광역시 수영구,1987527962,4135286000,408822795,87705,450420486,372262610,812334984,2438996970,8032939685,1487894661,999571240,530032084,340648741,321313214,0,181081553,232293987,332739732,312085740,43298,547305090,126494500
부산광역시 연제구,1976358171,3781336840,430024848,108429,447128587,440086129,849554822,2078136868,10107096489,1207460599,1131699248,513286336,321058110,316837729,0,196636467,182253925,222883,280602541,36438,452280914,130169777
부산광역시 영도구,1785862191,3785681817,442960247,391000,403744108,396395515,767683740,2124323623,10236857887,1535655130,1261665615,526985681,324462858,344368934,0,159784505,204735980,362288646,255913410,65444,523099116,123639651
부산광역시 중구,3758550679,8169891790,766972838,13566073824,847229916,628389456,1649188618,4840061624,17248943737,2849266266,2263388788,1029611568,529516225,649176212,0,347578431,396393559,460283,519814975,68602,1102447180,236199486
부산광역시 해운대구,3760366555,6652708522,808163008,16995691007,681034543,705160753,1554302166,4713009097,18743167732,2541388421,2512808794,1090847345,657603851,727120413,0,338416745,352789906,760862127,600984455,85376,1084256795,242222028
서울특별시 강남구,6499950209,12646186552,1079902826,25184220758,1337928771,104322928,270214121,7142086286,31866240584,3702158824,3410284208,1699654618,896788747,1188901037,0,519276012,625067462,1250386263,827205713,9304,7413212855,1743134042
서울특별시 강동구,2836205970,6600918218,547729866,14901,707679415,56931466,143447629,3224518138,13714834196,2014173822,2009251288,892697727,527846365,574057478,0,313797055,314228746,279056,428519318,33052,658648044,219869791
서울특별시 강북구,2931822574,6488208311,680097321,66391,602202201,61460137,143973053,3761800141,16793192547,1917452076,1811456137,878215208,538318662,485678924,0,292011512,313819449,718446,476601933,15911,735295033,217777151
서울특별시 강서구,3320378031,5388275993,599760120,22340163107,686058670,66120656,130761327,3444507643,13418240971,2006051599,1522303042,789288981,438894473,531849459,0,286322205,363317665,90692,468861459,13788852493,754107093,214173685
서울특별시 관악구,2974881897,5106356582,595658962,540113,722037062,63768186,117137687,3798206488,15262260538,2235807702,2039940601,805128090,540153547,622322249,0,285332046,360565863,233718,386611376,23517,712555577,206801674
서울특별시 광진구,3019650688,5858093980,571573842,54680,638045619,57895806,120853557,3868962124,16443103313,2182587641,1596021301,757863757,559882710,494922847,0,296957939,333771322,154272,440628260,72224,830300218,202388236
서울특별시 구로구,3481724520,6056060836,663498716,56663,736302355,66800538,110787067,3279958810,16880636950,2373337773,2043266806,758166174,501194355,586376828,0,284025777,263569941,845705,436682326,69642,782420838,222296255
서울특별시 금천구,3015659268,6105258067,718493837,375758,676473360,56186641,147469362,3171049240,15227397380,2357909474,1904458406,846993383,458812851,638118671,0,281755332,331026257,382579,374056062,89302,714666900,221995628
서울특별시 노원구,2712237929,5887599330,539104395,5468,596508942,60751510,121127244,3623300741,14872936979,2016925545,1733732478,913421250,446510218,552955337,0,302981273,318439981,848212,469638067,77694,768404236,218543693
서울특별시 도봉구,3165930668,5980847016,575932532,197218,681545213,51397861,135458710,3467316922,16238729431,2222575061,1955033406,872829633,493534447,482925736,0,283737306,307836528,739514,374456448,81224,750168700,194961363
서울특별시 동대문구,2665924618,5660499966,583748228,281646,676553915,55781870,115622622,3216731716,12511577572,1999931976,1846360311,928436608,544471338,555855309,0,263128925,290166548,777013,420766506,54093,690720446,213832424
서울특별시 동작구,3586123382,5618705086,694433777,435008,620813841,61273256,141371224,4114578468,13134658807,2046390254,1856101218,857399415,429121887,596932490,0,308899859,342009566,558855,372614265,49985,844515371,177293535
서울특별시 마포구,6533710096,11366129808,1131223159,6030,1364269585,121033050,274349278,6507022585,29800466352,4123669803,3460529550,1841101518,1065375786,919337831,0,578658874,581723602,588364,756663639,60088,1418256088,362083711
서울특별시 서대문구,3708756460,6078730851,630983113,16726,713426674,64110907,127199014,3934565645,13482382323,2002849171,1835397154,849388882,426389590,609184064,0,293820086,367899591,236069,454823134,49056,849295542,217553378
서울특별시 서초구,7087173307,13953717396,1378759043,38251,1130837001,117876862,268384604,7645097382,29566370425,4032792003,3117996767,1802387164,971359075,1163018601,0,648948581,612605285,255677,874054737,9842,9204118392,2258695502
서울특별시 성동구,3145422233,5225822977,603828072,251781,601696932,56081116,108307928,3554604882,13082118977,2393141642,1930412406,833564210,567759964,512380990,0,333954892,291480658,325098,420430492,60800,836655202,206708569
