시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
경기도 연천군,1913366326,3802253614,531846945,215130,817193001,1488074045,2134447393,4642172779,11618166450,2096085523,1086937938,997521811,553463423,407779287,0,316790128,542391207,3512925,373132281,48500,580481528,167537728
경기도 오산시,2204796052,3805182872,617691859,31471,840466952,1476484613,1740841953,4026939884,13082673260,2144294999,1154690683,1034614906,463174014,348525459,0,280130496,491674551,1434048,339239110,124384,478907060,128415106
경기도 용인시,4598086499,8267918256,1154514055,273975,1447132376,2612519655,3870406818,7780299005,22907991025,3525956593,1916810857,2214573569,787438203,659298137,0,498665470,955867300,2120293,704741946,20397,1116274984,253011232
경기도 의왕시,2440092765,3571835194,596201185,61117,769626337,1428024099,1657449847,4504623503,12364670782,1908350783,1187777453,955774339,431226146,435278754,0,331362058,482746291,3136291,306163569,162934,511685574,153557987
경기도 의정부시,2188177347,3487976011,699472926,563241,865743023,1438629910,1658275310,5273858111,13339774069,1988821593,1183252874,1200273258,523823610,465263914,0,339642974,540769263,4275056,307836969,72144,638025712,155299997
경기도 이천시,2155254930,3946342402,521391859,315997,917346951,1643451957,2184802860,4382829130,13408421663,2141910982,1072199253,1215331009,427022852,434800638,0,279051308,442171041,583778,355394066,70725,551743724,161710739
경기도 파주시,2039570915,4163268732,679790069,102430,807526753,1458227848,2241829093,3949771744,10788242154,1934321433,1236230792,942386141,425238011,344995896,0,279463331,507043693,2504379,418015526,82573,568680417,156211466
경기도 평택시,1901768236,3994517284,544007749,186606,716591688,1262789039,1591067751,5093417742,11803322135,1849950216,1174058072,1055915664,539107192,432963466,0,310199666,558768192,4591730,412962908,124990,627598213,136626035
경기도 포천시,2521626614,4470966782,619906738,546937,680331009,1335439909,1592180878,5074380535,12980766134,2057418836,1162503499,1015929688,475372101,417613189,0,292279362,510884553,3026056,400575872,12781,499144073,152781394
경기도 하남시,2234340533,4127762050,510314034,99944,741950466,1441740089,1639036311,5123756492,10366298178,1847150705,1313823381,1225551526,441372423,372043801,0,347891178,433880479,3764373,333260491,6048,640191228,126188068
경기도 화성시,2543229174,4227847080,680236697,144796,819866202,1455215762,1790049266,5064753651,12948016380,2061207080,1274528529,1201629614,515926926,463600373,0,341380865,518482497,3020818,386921343,99384,456887040,160180129
경상남도 거제시,774704321,1525164204,267085758,523699,321127138,626192997,706884573,1675552641,4243934397,709824970,467723353,406001308,187932741,145234310,0,113949993,188616084,889511410,138802322,22450,222947729,69922943
경상남도 거창군,790222071,1807544959,263299083,524107,296047499,599269996,807874912,1814101330,4177709785,689550494,510229298,510980954,211025564,157947565,0,126816236,190923302,2001823,139710583,157048,186120970,54516328
경상남도 고성군,840507505,1822100703,213504455,392701,355940240,603688907,708733255,1597659716,5247497630,797555777,421123947,515025624,181551477,157786272,0,123380395,208743060,948506962,129387594,9906,242780021,53736183
경상남도 김해시,792931519,1366784912,259962008,35350,325421465,651730064,710507928,1996388684,5229050661,842842037,505812403,487825764,198685912,142585350,0,144035770,200308407,1830113,122597968,21993,196442067,60311461
경상남도 남해군,828387282,1499707038,246693287,394416,313423440,658463787,706034717,1844584223,5002593183,733832497,506914717,461927082,196355449,176238972,0,147928177,213652522,1080356646,123616772,79622,188937777,61201368
경상남도 밀양시,885362304,1801893253,247095774,29820,271313594,586837823,874385326,1602060215,5203480206,751945640,419533803,535001278,181033778,176160444,0,111424790,207559448,4317085,151636308,3684,229996560,59968316
경상남도 사천시,852360545,1830933168,266629367,334629,306468402,631557134,663809899,2048236627,4797077652,873523914,432041745,479995579,199120233,179050049,0,112602063,178613032,923114993,154369883,44388,219371459,65630412
경상남도 산청군,945004220,1671594891,214992023,271854,340531625,538358024,861174354,2055280231,5183477685,735562968,490536575,384792465,163957331,150528629,0,140028499,211480388,646502,152703762,51437,225861659,58504723
경상남도 양산시,851721681,1732796558,206661846,37985,343111722,631512466,750366768,1727746315,5097542282,876522437,412434367,479032577,203306381,176777189,0,139448818,231890265,2316674,164684784,59690,185603595,60256692
경상남도 의령군,754088875,1642498081,248900485,333184,328222127,524480851,743038924,2041530923,4593941328,817934936,426600803,469866995,179261968,183393358,0,120726721,170439584,3550678,138845785,154668,216547501,57056730
경상남도 진주시,939679335,1773205427,219922264,83176,327079363,556806857,792714236,1939154472,5020097567,760600734,496589382,442229362,197309892,141877730,0,112276241,185531602,4295753,132327333,141223,185787956,54843849
경상남도 창녕군,917213885,1720287526,226045278,220690,265231749,629200510,817190804,2005194477,4810567223,804219235,458954646,486989983,180420776,141042832,0,138286629,175856315,1134453,132486550,42379,241814000,54556794
경상남도 창원시,894526706,1792952594,262486219,90482,302941030,617232264,844981725,1898944189,4114128329,849896459,489467880,466821971,212513082,175478139,0,131921597,183720565,903056366,152556340,11598,245108399,65021191
경상남도 통영시,782523926,1488186360,217878492,503178,370982053,578990792,868200943,2025453701,4601592886,887557722,438847504,416753456,201699321,161476184,0,134320546,211221257,980032303,151867839,140306,203751025,56532073
경상남도 하동군,754103036,1693865627,248321419,575614,318286500,576659412,872142136,2037260673,5308899686,833875992,402507293,408099758,202865118,146527678,0,124151874,204934458,1038951296,152482746,112670,211200977,67162852
경상남도 함안군,785985737,1911624959,252966183,312509,359602351,570181646,672346050,1757092074,4353675799,736160249,424758425,471574468,202500446,158201621,0,131598163,184300886,4367903,134003124,70623,215579455,63503127
경상남도 함양군,767262971,1707859165,230774034,180588,270537101,649489420,704133584,1880026164,4297566220,687053219,457368171,435438564,200282919,178831113,0,119740458,196592109,1859672,133954718,58789,239582682,65923570
경상남도 합천군,956698972,1755176437,254374767,224327,336074475,522775552,801956019,1942230596,4230527758,667124272,384249792,459676871,197384324,172338581,0,126081498,198029406,1972965,134036400,8095,207192287,60446764
경상북도 경산시,970401276,1686448687,272044368,575958,318907564,553206524,884663625,2021712665,4451178590,792036101,451893306,450270247,193382852,158613422,0,128202988,222758704,2309859,134461617,24346,221367119,64476298
경상북도 경주시,807219934,1601908108,222962167,557681,347276034,1707933521,2466860020,1744765950,4301130643,769119154,518173044,415624223,203722993,155653002,0,110663735,189260226,1059331436,135010989,40620,257468659,53325810
경상북도 고령군,851459596,1483660491,266487926,233019,347672014,580284270,798341299,1603817223,5017421333,710231895,501075383,503265572,206371711,146515784,0,118317653,189786270,2794309,135011846,147983,218266000,59565963
경상북도 구미시,878696798,1630107294,280330577,79136,315770590,565440251,774495262,1714535421,4778594915,807924725,455415191,464902082,204910233,151410401,0,142050218,186698858,4424119,151749148,148026,235690484,65717824
경상북도 김천시,803827928,1771426508,262672059,6555,360748440,632303645,719727988,1997939782,5360464754,791713433,401277985,449592633,201830468,152079175,0,139433027,171524770,749317,138853746,82913,221673383,54754294
경상북도 문경시,943144038,1754665179,207679102,361333,294445794,541864047,728221798,1985721762,4996664229,735282331,456732353,413574120,174880704,176902746,0,116693742,208478323,4322350,161971519,37494,199540637,55163718
경상북도 봉화군,951779415,1816103356,259077610,564929,325377613,525189063,746217501,1794937340,5168954525,836613837,504272733,371383146,192878757,170144269,0,122211358,223097716,4113576,145933016,91616,195383835,70383833
경상북도 상주시,986444910,1897423424,236304342,525648,322009831,645898282,690424282,1826729718,4409037796,753514494,487082954,444152152,193778926,161706274,0,134314658,219782462,2655434,148147769,168321,216354906,54115852
경상북도 성주군,993301679,1419743362,270515957,284100,315078682,551400325,767087318,1688277340,5241919638,775587178,491336783,412266311,231650396,163012899,0,112918896,218569583,3493565,130081376,158416,238245407,58961208
경상북도 안동시,837515660,1604963847,254250545,640558,297428879,560100802,768580616,2057179081,4216125279,779753688,388426129,463966889,220345870,181803665,0,146847226,212293283,1889099,153916623,42355,259781364,60407006
경상북도 영덕군,1021662823,1603543036,209111488,544827,322878783,565847034,796182514,1890260871,5113710044,688846178,421746180,518423257,183648297,164705616,0,125286368,203555034,1107755388,129748097,88050,228384334,49183211
경상북도 영양군,985531958,1691622373,230758153,372222,323117019,581649110,691109624,1992994727,5171029730,768004511,416336440,391847609,187778790,176375492,0,125355793,214084621,543522,153369954,51967,225065713,54789805
경상북도 영주시,814502947,1622834490,249907402,81748,297723451,568981484,826325902,2019850249,4938193007,809525917,405315865,459870674,167578104,158213253,0,147688143,180147108,1802738,145873013,125349,237486798,63223740
경상북도 영천시,814306719,1612606702,263838313,138479,350705044,647641228,866170943,1484219520,5174013177,827923818,463666294,484820995,216830047,157117405,0,116495827,200314603,3594149,161899101,41037,211402214,63854655
경상북도 예천군,765766619,1643980991,238217268,40221,316864540,652882949,755539447,1959300343,4191641215,738582705,465069909,383155944,195013607,167461208,0,109614132,194723850,2662485,123554774,79712,249970262,54846113
경상북도 울릉군,984850993,1609720663,225747109,301650,310162797,499668565,712649821,1826973721,5140135318,905501053,497575958,477456060,191110583,171009591,0,111018244,200559400,1107322451,140195447,30455,205485128,61676983
경상북도 울진군,1027015972,1476402563,255382441,163312,327854100,666215556,795387135,1519046215,5433549032,687211223,425839223,447824589,195363490,165378705,0,136013355,211617067,864857425,162850317,190967,185985976,51552878
경상북도 의성군,775389947,1480834362,223961817,84408,372690275,502644677,646863537,1720896565,4374749128,734230452,509297437,405201229,187546757,173581205,0,133161731,170631133,3358519,119571744,83893,199226053,62000505
경상북도 청도군,839857653,1567423692,272209424,520585,329763543,516302953,821011541,1781638388,5365205224,857888232,453917320,440916651,221147542,144830247,0,118978902,192400187,1580590,145428565,137881,183798488,65469352
경상북도 청송군,890394796,1472754654,263214837,323464,276620710,622027798,799422174,1504772835,5173405086,775564268,403455719,439364222,193793488,153986578,0,143942570,214430203,4710681,142290355,124899,195267145,60815171
경상북도 칠곡군,959044342,1666248768,203339351,122526,313522622,658554401,787704694,1925276622,5365033404,660772485,403975218,458764326,181938912,155392025,0,125784272,219575478,3642783,126937545,22883,205470826,56224493
경상북도 포항시,956583564,1554090607,233666818,5658320478,274899496,545701439,713797586,1634798152,4180589979,748552842,489735368,433988667,179292205,169248176,0,141767125,193526145,956535458,140946602,6732556739,223464866,59485323
광주광역시 광산구,1843069260,2696314712,416746961,10745739630,494639068,98522544,147590451,3534032832,8438932486,1534018980,937979711,925163278,301959488,311476638,0,256543882,358779596,4300811,268014586,12111346725,429251301,105995610
광주광역시 남구,1377812975,2498913704,440712685,256139,626309395,91198945,130655730,3595334285,8039594596,1330735630,880076781,713392908,381647070,338358147,0,250239566,336304978,1704492361,280063611,1000,354055231,113422261
광주광역시 동구,1672388449,2584893689,410698010,24729,599901494,94598490,145908518,3228156934,8591774403,1548540403,870364351,890245428,325773460,262378970,0,210174586,326627222,4083748,225579799,62511,436563310,100686587
광주광역시 북구,1665735071,3137820139,448709071,62009,492372729,115429707,128532151,3522596588,9826977289,1292012380,898444147,684459206,404085348,301493631,0,189198054,325433568,1437651,265157823,4703,353064379,108813446
광주광역시 서구,1724698439,2965802577,372373735,314400,665797166,94235429,152171057,3092048331,10018354188,1557375848,884710523,700811039,396351788,316388873,0,261890987,347045806,2244263,243952308,64597,344204727,99785988
대구광역시 군위군,1382487913,2956783823,422281954,407136,537762690,113239137,140788613,2897126403,9653317139,1551856157,744669072,764642504,410027340,318630959,0,250834092,327487366,3149890,292055406,122795,347383989,119244597
대구광역시 남구,1577335152,2675136085,382461016,363249,660094799,92027671,159001779,2873390271,9502413408,1236010996,881327422,798737152,320028902,272131305,0,200440916,415944018,1770598135,278703195,125261,404853476,93814100
대구광역시 달서구,1500411973,2995068497,453860815,434897,577783355,116353995,130321052,3081374237,9391210181,1221623193,709774533,814082352,381804355,281142584,0,223839484,361600045,3304607,255258959,99946,394517701,88849965
대구광역시 달성군,1347357760,2702650175,370304168,537088,563275163,103676147,123934189,3193732333,7381167893,1302371578,891487316,784965322,372475485,288612335,0,244032221,321318122,1712133,296761725,171169,357811712,105552108
대구광역시 동구,1743890970,3375825919,454040761,9985922628,612942053,96844006,145271993,3538869570,8973601845,1555414667,706796181,847595639,386404265,252887815,0,221413474,388572671,872270,253396033,11346482776,401666646,114302242
대구광역시 북구,1351296580,2610039577,424255709,368724,611317614,104256168,157843670,3224128667,8932083868,1250971934,713648304,753489819,328860038,313000673,0,232587763,396456713,725224,222460201,50100,396512746,96140596
대구광역시 서구,1488923416,3354172259,474500612,543097,595182804,109323957,148335373,3429023024,8643331339,1501150254,732386635,768499618,395744950,284201907,0,256780316,407354516,1758068,224139363,29389,376426380,107384772
대구광역시 수성구,1695228234,3043687033,425606655,525973,619206325,91401737,142970086,3639181365,8405334432,1401929004,810072540,703145960,325843616,332810870,0,197005817,404947754,3677924,237953279,148267,352242065,121743957
대구광역시 중구,1434802552,3325575674,439934354,240589,488678316,86707039,135783854,2965822580,7659740244,1471460656,777155420,761301364,396727730,262381150,0,211978929,401292059,5333259,261314438,43383,449022724,103029181
대전광역시 대덕구,1505562873,2807628924,420679658,478955,597630461,92117938,121822092,3708056724,8110948266,1495604769,851821071,745513894,345984352,314674614,0,245512867,359887920,2532928,233215056,87140,421951223,99625979
대전광역시 동구,1761271535,3140727174,409240210,89410,587843724,90609508,135340101,2770241409,8793518323,1445828499,763405919,906936177,384187285,328752674,0,262812711,307642364,276478,287557276,79376,342529382,122516144
대전광역시 서구,1728054504,2918521030,372808985,579434,597555373,97575820,125731227,3045565988,9294071621,1344507102,827295851,834616953,345491300,328208196,0,220760692,403988233,4475281,293081015,85859,341927241,123840819
대전광역시 유성구,1549937097,3202626423,490941933,380741,523904695,91629190,151935357,2865114398,9075865796,1527564009,886740397,694342083,394151407,307779521,0,246488627,386170994,4298326,235391627,163368,462063662,96081552
대전광역시 중구,1771997799,2575002537,372007091,510962,617702073,106616472,121865488,3466430721,9138256681,1418259005,869715971,914672697,369213660,267859161,0,208714872,345574003,3745407,239293892,45409,400417905,113087140
부산광역시 강서구,1925334013,3702747754,692647934,15961513727,705025082,1533040324,1822712418,4489080887,10894680346,2057449178,1185822742,1063880364,526219405,393637781,0,293324118,448635904,761722,351692847,16539308319,568880844,165307057
부산광역시 금정구,2351323889,4092117095,615546586,578600,805773626,1385925636,1911861802,4665154131,10390820757,2022478593,1063435292,1195433592,541294131,438925855,0,317248299,447374743,4740500,367380128,24263,612801892,165625185
부산광역시 기장군,2069822989,3891648633,536092688,373979,711821998,1342760423,1999433932,3771075729,13095520013,1713271940,999715967,1203858553,476517839,360178394,0,299830361,549771855,2297442646,376137239,161832,638433197,139929533
부산광역시 남구,2448336808,3579198029,649314560,204356,930848007,1529491828,2070794500,4032307695,11256421052,2146708417,1040911870,1022208907,417691524,430663289,0,303894733,496992165,2615763809,401686111,81428,639728492,151895921
부산광역시 동구,2149770937,4223979784,564203488,309046,673710381,1607334220,1731420016,4531626027,11515966233,2063035255,1087911960,1242609733,511351902,439772915,0,332475274,425856770,2232504,384062308,90051,650332754,125450724
부산광역시 동래구,2405862271,4002475155,590128372,68109,759600749,1250826445,1718414090,4645275270,11075125438,2134210412,934155038,1044950537,468950430,340715927,0,312684478,486898813,2043099,360883998,46052,626985701,128980422
부산광역시 부산진구,2072516983,4529283408,577053623,231348,803781155,1636701586,1733981025,3912093841,12487821787,2094959211,1026399227,1005582201,418451477,393973999,0,328429770,485830608,2010133,376803507,105822,623337697,165245549
부산광역시 북구,1918264702,4757247832,639113310,489827,754847717,1295653487,2073043904,4846328081,14107512896,2062448054,1137963013,953599154,528027503,423545354,0,290943733,486931107,1104573,402430041,110725,519654501,162600034
부산광역시 사상구,2349571378,4597798878,676891848,452900,727337708,1572649991,1997406142,4418784476,12377447390,1854360205,1111399307,1262381182,464210067,416537478,0,341222559,447591389,4270524,347079700,75950,543542404,145028298
부산광역시 사하구,2303719840,3796574886,704491730,130860,764407205,1610470903,1908348298,4428278663,11915601292,1735573732,1006160457,1098963981,442934273,344885941,0,377009899,565639305,2784183508,338807862,45251,632855469,174330388
부산광역시 서구,2414834886,4845333691,634002617,106373,927218196,1252519616,1785029152,3875629546,10153038258,2066673821,1220445555,1061286912,515171514,405340234,0,374335571,482006506,2549690,375594547,117104,559519761,139902699
부산광역시 수영구,2256219793,4328305532,592738247,103352,870545270,1333004225,1999231143,4823158823,9964593441,2058044768,1022807325,1097212813,513059631,378356402,0,301018346,550845505,2111349214,392360849,84061,604308806,144327297
부산광역시 연제구,2211899709,4019433803,604168619,129335,930326502,1661232856,1993043446,4435263627,13528039598,1842334626,1156569242,1065672414,497407964,386054415,0,359210487,448148907,1440714,385083010,70461,492131366,156396458
부산광역시 영도구,2058598016,4161050772,659035624,476120,829472728,1529461053,1748928842,4379651462,13209081173,2132099424,1244774466,1117263934,521187208,413816642,0,297102804,529989050,2252384757,332687665,125888,569340554,146358188
부산광역시 중구,3968865666,9053830420,1212143390,16029432189,1789408823,2546824587,4150454954,9881497315,22828011694,4445585928,2273061682,2172310826,828073828,785002626,0,603314504,980129764,2884476,725299506,136316,1162110614,276549573
부산광역시 해운대구,3954182377,7249813827,1140527610,19325069455,1352614766,2563949146,3472530281,9291215597,25524048861,3699550011,2505168186,2299459419,1105730250,883859035,0,599679035,891913108,4857681297,844977007,179175,1179083971,299462536
서울특별시 강남구,7302340498,14380270741,1720042072,28120528187,2681708744,416471382,670866414,14821343392,44607837516,5289810164,3261927842,3577292145,1473381177,1426109226,0,910088165,1549088010,7764201073,1124687985,18812,8008106731,2227320854
서울특별시 강동구,3183066233,7012109087,850210944,17883,1449989156,219293949,324784884,6380811618,18441013928,3023338757,2028621040,1929519150,841414966,693660881,0,564308527,787269606,1828121,570615147,65873,727982593,255953495
서울특별시 강북구,3163253286,6958237144,998203067,80270,1151047114,237733649,321395753,7400350063,21826035116,2771879051,1744746805,1863453943,851466944,609179578,0,516285322,762869559,4515087,651483825,31560,850717365,266110642
서울특별시 강서구,3525616157,5561605325,916451111,26386040812,1404971714,265970629,322800361,6753134208,17494638194,2747580652,1521724202,1677306317,720221632,665770981,0,484794943,888975467,570091,627632550,25971841461,894965772,260013086
서울특별시 관악구,3244545048,5915123076,920045365,657678,1385057979,252697920,272428572,7531677066,21606181617,3124052566,2105359167,1724213070,861178290,722568340,0,501097826,925813893,1437745,518439932,47347,784535680,243229481
서울특별시 광진구,3300039762,6622036989,818129294,67665,1303704595,206420807,295977094,7656150940,21303595404,3149361800,1595764218,1605971382,867143561,607811883,0,531347374,807892814,957118,609066251,144679,896872911,233873691
서울특별시 구로구,3681566625,6705045161,1003017597,68544,1387405869,258408119,269002438,6512770548,21706291098,3424297469,2049779562,1640098102,823192611,713883149,0,516071166,670921547,5121963,601404579,137250,882464575,255222747
서울특별시 금천구,3223713716,6744127596,1097720138,433084,1332385648,209555716,343111249,6231014656,20307092962,3409182245,1919106976,1870719142,754558002,748187420,0,525337332,855101834,2394848,523432787,174235,790985629,276768377
서울특별시 노원구,3044674524,6396850484,830323776,6552,1196648720,233108666,278803780,7337617537,20160004830,3006264857,1643245774,2045827678,766671511,641067518,0,543766173,772766706,5032298,622211066,148939,836036902,277365617
서울특별시 도봉구,3467571720,6835022208,898536553,245169,1428320024,190875754,318337991,7223319255,21935509953,3209067394,1998865217,1798194566,817653312,610812101,0,514265002,826231159,4674387,506451768,166974,887292442,239161556
서울특별시 동대문구,2921610147,6072811063,910327103,340108,1328239161,215138417,270196709,6401906206,16235073190,2925401059,1926526735,1926067971,871641599,710020973,0,474615967,760795690,4928733,595089928,110598,746958772,276999527
서울특별시 동작구,3786699359,6142949623,1019136664,495651,1218422062,224716252,342852184,7793081745,16990619246,3059143805,1764802111,1855184783,690521169,714983909,0,562493015,886060581,3372706,503920843,97655,898836089,214719808
