시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
강원특별자치도 태백시,1797875946,3068934421,572159694,372523,442972018,1407120338,2408466056,1894613851,8860671326,1467166457,1253279242,956194482,344986083,342597275,0,169122518,267367065,558117,288560681,11749,462796901,91898676
강원특별자치도 평창군,1803878633,2958031763,468877100,347299,342658490,1242079670,2913986443,2263568043,9026605884,1308983692,1430401815,810506501,315547508,354643129,0,205102646,257598816,1571776,234554912,12689,473489692,99564587
강원특별자치도 홍천군,1555129063,3469616394,459330034,408797,448278486,1536045449,2777259807,2031900647,9745895057,1638671752,1420336284,945002493,366395747,328740659,0,177811187,234322386,1532720,289048419,112211,428985065,119390551
강원특별자치도 화천군,1728285530,3117048256,522490330,96061,413795161,1659856474,2871370814,2444694935,8234284390,1325710902,1508684786,887773691,424591200,360952838,0,212685837,228742094,494527,241311542,25118,484453312,94548214
강원특별자치도 횡성군,1919587689,3228132538,558418619,464853,355901169,1260547017,3057082289,2399781868,8388313711,1588199498,1498848605,827321022,363044141,313160714,0,201122253,244891018,1603184,280238471,29132,487946602,124938249
경기도 가평군,2437642493,3654548701,673387918,80688,455573959,1737278073,3675183501,2954917693,9983726337,1526580811,1846258245,884380739,495239303,478980224,0,218003256,337186858,1297502,366609782,125396,631789753,152853486
경기도 고양시,3933830479,6301153983,1251575483,279567,844403991,1078916278,2017745823,4524416007,19260367421,3436330551,3430561970,2065781936,863899199,851724059,0,396861623,523719197,825960,638955074,67894,1097351221,217600229
경기도 과천시,2550695081,4290367588,759457013,278055,522834200,561259184,1001972432,2457907527,10294156896,1999582393,1856469914,1046039719,464221276,510670205,0,216332727,280399682,1500331,301958475,59946,515486793,125622488
경기도 광명시,1994031113,4046853423,596021599,565322,514548347,604240976,1199931635,2874272986,9991152821,2046389388,1944013955,1170308836,497434816,454644046,0,266464228,344429008,1268985,329213054,77872,639775903,120423869
경기도 광주시,2346773997,3987387784,745472178,371393,435803609,548905867,984021633,2375322999,9577543279,1936479567,1824546437,1088182818,489887733,468347803,0,253993543,281575457,1640454,289709443,50500,520097102,156264897
경기도 구리시,2425722701,3457127135,596421705,433059,521901167,685913274,1064090612,3034591432,10959954623,1838765771,1897671757,983450793,394925361,380064611,0,248155988,313052428,468744,329893756,8720,556390858,137297986
경기도 군포시,1896420083,4393132089,683151622,529606,476005777,630724832,1209039817,3041470239,9550329475,2088402570,1683378603,990271894,433907144,494694696,0,231354464,307870096,1671427,329969687,25156,509606796,122892167
경기도 김포시,2378063966,3686942957,622705246,306910,514678962,687506552,1151379256,2500315298,12137576616,1729012495,1698162315,881165768,457722972,451989339,0,268291915,276227474,210107,279359696,12898,598495573,135216649
경기도 남양주시,1989228447,4090725946,553669406,76411,543719577,551019089,976913233,2713477894,10547647644,1909131419,1653002302,1036796659,485091420,395730358,0,261576132,337510718,547423,291728529,103636,497153669,126610914
경기도 동두천시,2088452224,3416722360,593191559,91482,488112027,565144022,1046054914,2665214963,10167918760,1870155199,1732111497,1112316300,467621315,462006751,0,237274341,286618330,277509,340686235,39069,564628108,126834581
경기도 부천시,2420183278,3493416546,587860176,1671,466951725,551786093,1050695749,2501815558,12451546932,1543677388,1706061272,1025310841,519798653,412354847,0,272568322,346051706,975430,320200397,17572,575086428,143638333
경기도 성남시,3909532926,7949924219,1035906653,446300,870428426,1115275709,1843408572,4280494275,19876802766,3072726559,3099051210,1749230531,784989794,814507269,0,401562946,493660004,1798818,532690225,6795,896060915,262113355
경기도 수원시,4347972679,7487429969,1144460424,511444,808877067,1214258055,2106072813,4956632213,22801531908,3616818106,2845032606,1890491832,915482063,879006499,0,480946331,598098479,140651,528945526,91149,931700065,262474740
경기도 시흥시,2467261927,3882581816,665267495,318893,526459163,679135721,1112182528,2885698362,10592080681,1839429767,1726000480,1008786710,455340858,381120181,0,243204050,290661770,1372327,311167212,96868,593661521,132024537
경기도 안산시,2287394675,4278544641,764659203,360006,476605726,677572105,947437978,2752312593,11744320170,2075092654,1721979808,1162750794,399944252,485267615,0,237357109,323678788,168243,313587812,4693,586633756,146190719
경기도 안성시,2238151099,3840352476,601353409,420359,479163725,562290026,1075131322,2586791383,11782450095,1981268853,1552965190,959853249,406611850,491287365,0,217278158,337362662,345782,341265087,68925,537550456,121814279
경기도 안양시,1859707764,3573764831,707102332,191219,448174238,690411653,1234141778,2445536718,12064684968,1955928633,1703232829,1075218535,439678997,392418454,0,257532070,260772050,101907,310252021,139662,542749676,130098862
경기도 양주시,2341229796,4169824859,596060883,255157,445080469,626778716,957244192,2356782928,10671894876,1962362763,1635890017,951528023,396856000,461682853,0,245219940,303496576,1133281,393579981,24943,469086677,147670912
경기도 양평군,2012320859,4635588461,578856189,70429,489500379,2024425155,3330820532,2658595490,11594346806,1823113417,1714399793,1023306578,446596065,491891508,0,236298684,255935635,1435345,303974978,93918,619920048,153318428
경기도 여주시,2422607696,4452537805,642464438,386122,455596634,651801217,919197583,2385882227,11820805205,1581599807,1802365797,999050157,390393863,407833636,0,275390400,336698744,1112549,300416553,99919,637556392,121084848
경기도 연천군,1864049165,3749833112,566730114,212558,504133518,656248436,1234737318,2833127402,10421358540,1954870254,1741286459,925195094,504003242,426035488,0,222632153,323011164,1492316,358005319,30940,581005523,163505239
경기도 오산시,2247463154,3653559624,635566067,28301,509457631,675621668,1057327189,2535095191,11707516084,2103990638,1816652377,933953847,409855744,392634396,0,219971893,298442872,568829,333003114,89157,479676406,125846163
경기도 용인시,4600982628,8540211712,1215955377,265236,905194252,1150334280,2247277572,4899560633,22025484078,3061928951,3030337756,2120717935,734087879,716872401,0,361962352,578622973,870576,656697838,13206,1108325934,230419846
경기도 의왕시,2551180746,3726779954,650185656,56750,465743442,629396714,971339975,2809255325,11640334773,1772627251,1929701337,893076701,377592426,490031972,0,249831371,285573026,1289522,283965569,105490,530834401,142450583
경기도 의정부시,2030003195,3716113046,711045569,525352,532929068,612746470,983085255,3116606261,11983644430,1930460758,1849827716,1108577227,487165053,515212104,0,246259034,315253627,1701533,278907325,45393,637476089,136263927
경기도 이천시,2191651622,3957637908,562097567,301510,557332210,741428621,1294385617,2793909380,12041302398,2055522603,1721067195,1150127112,391048264,444698332,0,212690987,264216357,226463,310264334,47520,552899154,151272465
경기도 파주시,2105374655,4296831105,706611222,97954,480685396,633638369,1230842386,2298637435,9914486554,1770699262,2012025551,902641546,384110646,381328679,0,201691592,305798155,1058283,392787754,58768,541387695,146098869
경기도 평택시,1810625943,3974934612,588425807,173243,461262557,557128818,938113916,3188259253,10676933444,1783331876,1907224505,956000144,493694110,475503342,0,230793902,341748888,1892707,375719515,88689,643994641,127772519
경기도 포천시,2393357656,4315593464,676121916,500346,437242966,606909455,950242785,3027999872,12006551034,1905011942,1753072996,947536541,457729750,476722046,0,219078392,290426388,1190328,363873333,8612,506814808,133802445
경기도 하남시,2237968179,4243920549,567190326,90103,454244307,603439417,935048222,2943682384,9267151345,1651252681,1961084541,1143107671,413307129,400067668,0,257993084,257135197,1474870,302071722,3923,638359901,121641265
경기도 화성시,2492870246,4088085145,749264467,139524,518151902,625226748,1039825292,3113396647,11991491182,1949419746,1879331700,1163587022,460350514,477764194,0,252803947,312886148,1116401,371681930,66248,461889361,145084680
경상남도 거제시,760506865,1580972588,282538876,468944,197727968,278105165,405239288,1020147291,3748258846,680902680,713794127,379633367,175026691,152253425,0,88526754,110266280,332067468,127251977,14969,221942782,63163001
경상남도 거창군,782451394,1839046178,285487484,477565,182908242,271560447,469460529,1049376198,3899167136,648774012,750617448,493152498,190026934,174040321,0,94907042,113716737,833479,124825085,104250,190805831,47982048
경상남도 고성군,851831984,1944522394,224161842,357067,214183041,271962941,418033826,934574278,4675577940,772153124,669243570,474537202,157616521,174753884,0,97389036,125529768,378255029,118549400,6799,245676626,51420052
경상남도 김해시,814565812,1462249037,266743323,32045,204957338,287066428,384824740,1191787078,4664931942,809272834,755358375,466283091,180510421,156011026,0,111571071,120982112,722255,112523272,13777,210581079,55346312
경상남도 남해군,806850563,1435279708,261653476,350922,190062705,289311448,403020679,1047542294,4679843603,715048138,795811875,464432105,182614658,191135601,0,112022152,125965413,426044978,121259415,56186,203282754,55237508
경상남도 밀양시,923097102,1729101544,266921384,27499,177776480,248672758,505382326,934783838,4856094614,690425196,650114268,462029974,159239471,197561520,0,80264755,124871126,1789462,139930534,2336,235218114,58721837
경상남도 사천시,795069108,1887810201,284851919,314236,195954555,276884958,383619185,1275357040,4550863981,772722024,683745874,447198708,174449041,185790664,0,80290937,112479430,353942234,150547883,31293,225939446,57120607
경상남도 산청군,972126391,1626727616,231874848,242489,205847425,224155303,505337257,1274883621,4668573995,632810084,753278412,370790051,153511319,167864103,0,104577256,132690298,248706,141510636,34306,223148995,53855413
경상남도 양산시,913316687,1665858797,227680240,35669,217855575,289341442,433514974,1039410994,4671853379,810800917,636203827,440135517,187912893,185831738,0,98238065,130501943,965471,144697340,38126,190786113,55853288
경상남도 의령군,763004117,1639293650,265297059,303045,198979569,223549372,410568762,1262096099,4078663030,766069693,646607987,457836205,155899315,209021553,0,89207388,107849530,1415834,126772128,104133,213001182,51790523
경상남도 진주시,897815909,1724066871,236688369,73858,212389773,237103982,427332018,1174421807,4777597683,728781661,780702039,420287080,182560815,159013052,0,84361232,110671039,1719491,117804699,91335,186505540,46884722
경상남도 창녕군,934855791,1788124289,257355096,208179,172647028,275422229,462796969,1251780367,4188222190,711572068,675906412,432565228,164041271,152541107,0,104122654,112034569,460637,120593261,26884,237467977,49687708
경상남도 창원시,901330847,1877081966,293323915,85267,187740159,282669311,503122032,1146134555,3959392677,766683024,818764573,442313481,195716365,204407581,0,97568011,115577624,371074723,140810827,7635,248857189,58119918
경상남도 통영시,763513555,1505900652,232628827,447721,230474677,237395722,489034017,1199216801,4170404651,797650955,671172180,388588949,191462696,170480826,0,99539558,123229515,370883955,130746977,90256,207369336,49444886
경상남도 하동군,753305711,1668915044,281512365,529844,197622600,248441385,518283001,1218013700,4990540093,802614367,609653366,389865375,176391193,165726567,0,95117133,117953278,431477614,136090404,76498,211650516,63531482
경상남도 함안군,739402455,1897548039,276315757,294453,232897508,247988120,379760952,1075606299,4045430083,675557291,652520970,466989207,174954614,163258021,0,105358308,114288224,1636636,123527463,47987,225957369,57051371
경상남도 함양군,779245581,1660434590,250165736,167028,178804960,275941358,409564503,1112552407,3900751255,623128907,718590896,434085149,186866114,188644118,0,89454030,116672584,727325,127110643,37460,237215340,60799202
경상남도 합천군,890182072,1777523638,273863376,211214,200958500,231120244,478720275,1243152913,3981283604,607541803,586484285,446831778,187311504,183084967,0,89706430,126213375,768347,118731164,5444,214931825,55934438
경상북도 경산시,906745702,1741509989,300746353,522454,209320931,243646313,494416401,1183679702,4128506684,775479192,723036887,410992432,170575607,172871453,0,96254086,132708951,878584,122251023,15925,218660271,59481461
경상북도 경주시,780857213,1645804854,245062072,486683,205015051,778920783,1365824123,1117492021,3666694912,756336851,768513096,391885575,195809033,164369012,0,81514383,114762921,426235349,126341305,27034,249041177,51290630
경상북도 고령군,865700749,1522587947,305020705,223947,212054175,245691681,472026759,986956694,4648797541,663851838,791213723,439670409,196035807,158479229,0,90385081,119289668,1095517,124720569,92330,217080331,52850338
경상북도 구미시,875505819,1664667871,298581135,73880,211037992,245613618,426686172,1103127106,4328807225,763083721,715893073,441008167,189379771,160576704,0,101829785,113556609,1717785,143095485,103638,234955282,59988266
경상북도 김천시,751815594,1761391531,292858694,5871,229618722,276887233,431829126,1248801274,4867910258,739600553,612609848,423370533,181796123,163831321,0,102660581,102513359,308985,130370817,54686,230671921,50641826
경상북도 문경시,918013717,1723189564,232636675,347399,181035819,229039941,455073710,1153695188,4640294414,674778161,703494295,375597836,154555083,190700841,0,88234341,122603001,1748641,146027290,25075,203069413,49472076
경상북도 봉화군,946200904,1837996276,287819077,550033,194469036,233167453,435049356,1111933762,4643912697,793558766,730522233,359196053,174274379,185005038,0,89767079,131356306,1551450,137704846,61988,204445389,60718692
경상북도 상주시,925486695,1829057844,266710223,493002,196221606,273403174,393582888,1075028090,3802088660,675481954,763512292,430820895,167070629,178631318,0,102796748,128989723,1093319,140571860,113572,213765414,51522087
경상북도 성주군,938147130,1381155375,299430187,261603,203348840,236179202,419136092,1042217710,5071901485,715309949,777946433,371880411,204850108,180577036,0,84805271,129099807,1408596,111853777,100862,238466949,50919165
경상북도 안동시,829634817,1603475511,279331110,571639,197214845,234515527,461008674,1165804066,3902766995,727563537,632286850,435122709,207717117,195416788,0,110759258,130016552,770589,139645872,27749,252719525,56487939
경상북도 영덕군,960287831,1523599671,239675308,504477,205838750,263366988,485973760,1171762823,4486255275,654778410,681255497,463518968,169640707,172820772,0,97917181,124256534,440010714,119590474,58343,227798608,46073334
경상북도 영양군,1004374236,1769517013,241279228,350848,197899479,254845441,418866723,1244683018,4814482686,752415017,625170386,359629352,174003421,195329970,0,99078630,131936433,212553,135585488,33377,222294336,50871789
경상북도 영주시,862740421,1571420257,288677053,75621,191375538,258714619,476355050,1258593864,4696824591,752914427,639787029,426491806,149644277,162512547,0,108788653,104723321,712553,135063559,85930,241142236,55777938
경상북도 영천시,772502525,1562329437,280224197,124770,227724089,283239518,497469729,961603576,4817603699,784223789,764615128,459950401,200534341,182519276,0,88375520,111416219,1492868,142310055,28297,222247758,57801988
경상북도 예천군,770246633,1686733957,241951174,35334,191062000,280976470,451790508,1146044028,3749724169,645982516,730530546,357247608,175259773,184861731,0,79630422,116885897,1062767,115988742,55604,247868171,52037048
경상북도 울릉군,933671146,1663721012,245223597,277144,195239182,226412086,401236801,1150347067,4881338536,827281056,785151989,454534636,180354455,193945019,0,86343214,114417806,453675926,131813720,19346,194060272,54738912
경상북도 울진군,1017323721,1457268340,278675961,153279,218925105,281151033,477210011,941935006,4699406784,660380554,688949040,430224887,172906539,180698987,0,104565814,123145790,335309139,149321229,127273,182688678,45870517
경상북도 의성군,832253975,1490743437,258335221,74625,234499941,216264054,393667491,992336905,4211220562,674575870,788722884,374824972,170212872,195525019,0,105771814,103883460,1343938,117863802,56777,191668893,56115406
경상북도 청도군,836169232,1619932905,281827395,498318,204698738,213622259,505426011,1080551232,4909075592,768069403,716648786,433205990,208118726,154613125,0,87792990,110962293,608729,131493293,89875,185749584,58037633
경상북도 청송군,828138217,1474019000,280187231,300689,179032303,283066780,472311564,956690071,4584524855,703342788,601967221,420838537,185291802,158793294,0,105894666,127371357,1850448,126485265,82368,197125421,53177031
경상북도 칠곡군,966243396,1685712261,227790510,109945,188650196,280671385,445220171,1204757913,4780039125,619197498,644226391,451932697,163135894,167312378,0,100109461,126912678,1444820,111431882,15427,212853260,52457789
경상북도 포항시,932242334,1541692482,254053937,5213479539,174577835,249880734,412235959,965537461,3947100756,667183464,746797983,407396712,164005462,180539843,0,111309587,116091317,384978599,135397970,4227093962,219368909,50852795
광주광역시 광산구,1781132893,2688194142,476736706,9891148796,309601754,43508413,82845623,2178524079,7600617300,1467542075,1447895022,861122581,294491717,359534225,0,193572252,211577601,1785040,247611157,7619485875,446905021,99996167
광주광역시 남구,1407287111,2555257404,479495777,219929,381935203,42361527,78972883,2334360500,7470058591,1196200038,1468245568,688166062,358166630,366512746,0,184281788,205193678,672375955,265702929,682,349810758,104375887
광주광역시 동구,1778021081,2564278689,445823908,22934,398092533,40169882,79315971,1879647897,8139789302,1366965307,1349715388,815439408,301577128,279495706,0,147984925,211004952,1571057,207969492,40897,423921814,90944134
광주광역시 북구,1669089576,3261399779,461210542,59392,323712814,48131441,75501102,2132468692,9160763893,1145461695,1374723882,669521144,365702916,338582619,0,148290878,197390364,560828,235100664,3021,365532793,93997145
광주광역시 서구,1679394609,2896768489,413779943,293980,403723781,43460869,90522085,1841961536,8941281853,1439971704,1355384932,641900352,377634608,351531258,0,184063741,207433836,889671,224838426,40814,350807708,91806122
대구광역시 군위군,1341070760,2831884794,429270228,377980,329028288,47776709,78923173,1700256553,8834962568,1393939054,1154439341,719317651,373354135,329744601,0,194850072,208056232,1223669,255230892,83090,357206550,107279635
대구광역시 남구,1668708428,2622637601,403209364,333512,398605762,38397653,87201487,1747779482,8635934198,1095017525,1433735183,727743887,292147506,318588167,0,153828492,250822849,721507992,256299111,88632,410842384,86914945
대구광역시 달서구,1472781089,2961245997,498755802,394064,345630284,50646381,70830371,1957919501,8599568487,1122465757,1062968393,810292521,364522208,287659750,0,169007678,216088016,1412012,234178619,70986,391690242,85760483
대구광역시 달성군,1306767488,2805273317,393276600,502819,369037445,42951924,71087138,1931004511,7100403630,1228140764,1337121524,721174988,352834622,339953607,0,177128239,186372418,693487,277786090,108999,345701011,94201199
대구광역시 동구,1690243347,3260554066,480737056,9493976721,364691419,43738827,87139248,2282771917,8130172652,1405512881,1112875073,831499776,369268254,290429363,0,161095128,232771139,355875,227089317,7525211692,372092954,102820873
대구광역시 북구,1327304544,2601598389,451850476,341190,385583151,48435294,85871536,1965546708,7810602595,1175283325,1115410876,676954512,283981095,333392082,0,172130835,239056250,279517,195718612,34527,393171414,85771455
대구광역시 서구,1496732594,3398391488,496524273,497272,398809050,46945023,85316714,2151638851,7756913022,1409405995,1195830835,708119024,355395736,310374960,0,190937571,240892864,720705,213079784,18378,367710744,99129697
대구광역시 수성구,1721031831,3028634319,440487189,467384,380166240,38548738,83365875,2236242661,7651144467,1332513913,1177692757,655186158,300503934,358678538,0,151747975,231566336,1459686,210040179,103723,364281039,115197828
대구광역시 중구,1484587920,3277948550,490999856,219825,310408452,39346602,78003557,1824964916,6654653009,1381330632,1274154090,723440280,363544630,284308165,0,162046852,246261762,2091937,237170920,28834,461876333,99403716
대전광역시 대덕구,1486632485,2912870575,474728729,419607,372043962,39976448,75342593,2121388815,7706274336,1400387261,1313014244,658216410,324253811,338280132,0,185789102,218681931,1019811,219161320,59989,430276389,93592480
대전광역시 동구,1781813811,3100274373,441095907,86338,382648347,41573965,76533386,1693286616,8054615866,1283923889,1150464357,865848675,373455199,342104608,0,188587524,197243036,114450,265192793,52827,340336899,109656901
대전광역시 서구,1822403702,2936509076,419978610,529100,369975074,42012818,74453489,1819205029,8516162801,1229818346,1216961309,764041506,341335981,366254444,0,173781971,236265725,1752370,257323650,60289,351341714,111724388
대전광역시 유성구,1494686797,3298968223,533318447,348234,320690685,39419282,89232614,1803788067,8518131488,1354504928,1377151223,673477020,355521215,320257830,0,175586363,235414199,1673936,215669914,114209,459429803,90059976
대전광역시 중구,1864871294,2678975418,401017769,463924,393114715,48765417,68241114,2048707665,8865942651,1382628161,1322833529,830791822,326828616,272885576,0,152696705,217638471,1472725,218950263,29944,405819489,102283181
부산광역시 강서구,1923934305,3534710805,709813909,14589728148,428618763,696009117,1051005124,2773927470,10075100987,1904044351,1817799143,945850820,505465631,437323839,0,208101593,282824186,320923,319703590,11242529848,590575388,153164529
부산광역시 금정구,2259602713,4067890703,678134608,533872,489082188,594030943,1088569848,2960755291,9329715884,1954036280,1590713429,1076282855,483315105,491250159,0,249606814,276427855,1802482,335926302,16315,626697526,141430158
부산광역시 기장군,2044472529,3935555679,582904688,342991,436455506,603930419,1163991712,2380470699,12115650048,1521731534,1610287670,1122573655,442138538,384096325,0,218297926,332013617,906456331,370684937,107215,637211287,130796752
부산광역시 남구,2436101533,3527713817,684861451,183830,577252495,705579229,1176739349,2530025171,10229293325,1999462585,1587169722,955268277,400389404,475357284,0,220648131,288072249,1048413155,388188354,54830,604872504,140226734
부산광역시 동구,2172128665,3914744171,603589564,269441,435140759,704562163,1011366889,2708050469,11081565878,1979841849,1736230488,1153444692,480815750,455463151,0,249172601,259655174,853947,347208149,61346,648768480,122668391
부산광역시 동래구,2360821390,4189692698,638989811,60333,478577094,548808149,994662289,2751429599,10593396373,2031082200,1447696799,1007071870,444987928,382334651,0,229931043,299034241,829644,327130339,31681,632766869,121260199
부산광역시 부산진구,2203352963,4305406143,638649866,200956,516753924,740111206,960633002,2358140212,11699046387,1946814376,1547700797,998868139,374000773,410516162,0,232667451,289614851,772240,335058476,70770,625676173,156747458
부산광역시 북구,1926175564,4534360092,684372191,469104,452302898,554549760,1262369762,2808615055,12394682694,1887596004,1784462027,939394289,471872573,473924367,0,217775939,290909989,430834,382570639,69690,502246557,145796926
부산광역시 사상구,2210265870,4683681250,728791359,411386,456532746,673221895,1190121961,2566938585,11711391512,1733257373,1631921887,1160536265,424281392,455982526,0,261824963,255199605,1766587,323217152,49738,529982126,127485618
부산광역시 사하구,2344608762,3944404346,757928650,125995,464316167,670661004,1117490616,2871004826,10738349574,1578048919,1558050877,1003851381,404874107,394917232,0,282372317,313790033,1104932542,298949278,31357,611762958,158748606
부산광역시 서구,2379412001,4822400855,651322521,91591,550241027,568742833,968635664,2284163212,9769298393,1959252814,1871344180,965048807,480277530,429761274,0,274199528,301209595,1010035,353596005,78127,573885537,119192216
부산광역시 수영구,2276771655,4352388386,648146619,93888,541280036,595941733,1094133128,2989106866,9157041920,1925827824,1616916408,1083549103,500085164,421185698,0,226061832,336195707,824038220,377955913,56105,640552231,140564793
부산광역시 연제구,2202426048,4101141534,650884686,119508,570753626,694430361,1169255430,2732109670,11741316934,1693917997,1716574280,1018784728,475819575,425648363,0,278281656,271727412,584334,354139919,47761,500999603,150415792
부산광역시 영도구,1957346403,3979667425,708293166,442921,509438517,653752340,1045428894,2665372424,12384961653,2084396406,2015575861,1051619081,473314324,455541023,0,215830072,317562419,910160776,313355853,87098,574888312,135682439
부산광역시 중구,3998526574,9392250562,1249859240,14176879575,1069866435,1057757427,2393232250,6025907333,20572622270,3878131990,3403717642,2062658462,769709224,819412974,0,477522900,589377428,1098690,655633518,95271,1133416455,258353161
부산광역시 해운대구,3868141424,7112794345,1226845987,19024754065,855439000,1147670948,2022311764,5798230817,23381803535,3642007124,3920505267,2222804799,1034898969,1022888811,0,435289434,513505942,1902355532,786745850,118618,1189149367,273145418
서울특별시 강남구,7479580110,14057418937,1874427104,26057315980,1700937482,178089165,376521453,8814936635,41235477692,4949575288,5218347496,3400406765,1402180051,1546266752,0,663859509,1002499375,3330401461,1018209534,12740,8153624348,2022115028
서울특별시 강동구,3202778382,7188944835,957178749,16142,897081339,90109025,193929886,4083357004,16701911125,2738501491,3174636475,1929476682,762024986,746047458,0,444997777,481289842,696993,524084769,47179,779185876,230100809
서울특별시 강북구,3029253632,6904379110,1107904802,73283,713294430,103833185,199178164,4528469306,20253573059,2549405590,2847386317,1825319493,771101300,655392172,0,392120781,446938447,1825604,598276550,21302,844109499,243971280
서울특별시 강서구,3416743409,5522228905,976952787,24762175498,906218215,111541419,179470030,3929499894,15692948002,2558554611,2351168309,1592932577,639315422,690812759,0,374124565,515765211,220394,588819501,17392068987,892902535,228683068
서울특별시 관악구,3213238247,5609043314,966213298,612348,855607063,109631578,158633108,4758928690,19198848737,2993173349,3152985935,1546001021,807260764,783342239,0,379845178,550463797,557461,448388763,30577,768494930,223629155
서울특별시 광진구,3179595709,6501780894,886451518,59445,769604863,90929191,163534783,4457591174,20621193254,3011358094,2421804030,1425090220,797507083,655662726,0,392958841,487676662,407528,570731379,95790,918958143,212499171
서울특별시 구로구,3750560599,6526216008,1086621779,62350,874854067,115879087,149180308,3905320124,20579620496,3025936091,3163649259,1513002118,732555828,778466926,0,363462781,402895054,2085550,539519378,89319,874203042,247626378
서울특별시 금천구,3166908542,6686365407,1159770913,407811,887632044,95323847,197073049,3920283401,18687273806,3102012167,3028564384,1753176217,727945136,839111764,0,391103313,496647505,960843,460268660,115331,743854788,249309569
서울특별시 노원구,3070212241,6110738520,910861292,6387,778822185,99178706,157517289,4680175862,17765445094,2699234805,2689226556,1853648286,718858461,716311055,0,432300314,465806962,2080016,560518127,102988,831601980,238131520
서울특별시 도봉구,3608392092,6903351427,950326203,212281,903241053,87947013,190187722,4397286773,19059549972,2967287162,3056672317,1654557668,711136354,634859708,0,380809525,487075741,1905404,445863858,108909,885494576,219794762
서울특별시 동대문구,3077827738,5895466614,940182509,308267,835367532,94415899,161486537,4021492076,15838481950,2514914251,3021461691,1896439777,767399799,771077598,0,355658001,443486013,1973298,522495156,71699,789503888,246410552
서울특별시 동작구,3824321763,6012044185,1169679584,454009,757727983,102301265,194516522,4959131056,15420112170,2787354719,2910121861,1747918037,671215795,775847006,0,419879616,540986409,1391487,465392683,62171,907956372,194365320
서울특별시 마포구,7595140026,12095025256,1769909474,6652,1754611348,198044043,372853574,8558367176,36897090976,5306492755,5339218896,3636288595,1626759057,1268078738,0,799682354,880741888,1460432,920849247,81683,1563648491,403061946
