시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
경기도 남양주시,1996420731,4244631516,294640593,86205,644747536,349003718,1383308961,3398690932,10540644809,1584237979,249350002,591976170,313469965,368716990,17066027308,316882730,324222809,161072,284509183,135128,509853909,140802611
경기도 동두천시,2133216247,3850628308,339325577,103922,595191791,334780580,1420751167,3341102192,10844501917,1534340473,249448550,596213779,322683008,404168854,0,316942744,284625439,82116,343012772,48278,536032412,145820133
경기도 부천시,2426275500,3683444099,321783008,1723,547469473,330700922,1438923035,3149558349,12374592806,1278231599,244720154,590004062,336695813,361163496,0,334849655,340763264,306019,327291098,22487,603987010,147527096
경기도 성남시,3829477119,8906626888,575447557,474998,1040039343,672826473,2529315955,5386779520,20801714534,2615020542,470684594,944136641,519224712,749182305,0,526637611,483188039,520690,550100629,8884,949049410,287255294
경기도 수원시,4274091236,8411847955,646777329,553893,934097687,754148069,2987316997,6159941821,22376482297,3155484629,415457930,1003955612,620063493,786003993,0,607661725,590694073,44944,525980779,119590,880513422,272858506
경기도 시흥시,2541198390,4385810724,360209504,356621,635979219,432380863,1519873723,3483648315,11044431197,1588315341,231363998,594573157,306382087,351139692,0,309396738,285422725,427566,320136812,115193,610649416,145249203
경기도 안산시,2322904459,4494985492,402420916,395749,549542479,395205210,1315483606,3630463912,11481585632,1730113459,242817949,663928768,264484204,443640223,0,279308410,331788140,49258,331324431,5947,574144450,161804956
경기도 안성시,2147549221,4016482419,326098632,451030,549082865,347714882,1500317161,3397175284,11325534657,1655634049,229423804,542694239,280818324,432485475,0,257401851,325359155,102331,352301709,83158,536517993,133388153
경기도 안양시,1973982604,3896610992,371105935,211746,545491485,419504332,1642076898,3045373268,11906470837,1719583107,244072669,629585029,287340267,351045202,0,331372377,259236337,30660,317444301,169632,515002956,146943070
경기도 양주시,2375474242,4344444816,331351972,273604,554460240,369442974,1393722593,3119501413,10429832655,1618744179,230697746,539418707,275775795,402049012,0,288627700,311151099,337390,370880849,32250,488718036,164173091
경기도 양평군,1965756858,4969067455,328453429,75622,587825477,1215692063,4725941892,3246553302,11614046434,1486737364,244933724,592796400,288148015,443767052,0,295601053,252969934,413835,307159438,111332,581243015,170897519
경기도 여주시,2439917594,5123407895,353892100,419321,539296919,402160906,1287685774,3072176513,12407664200,1377257512,265256336,531277948,271658566,389650729,0,326491003,317941627,329637,298438745,119225,636247361,131593638
경기도 연천군,1903146588,4066254754,296136568,216135,602270871,396420074,1744494839,3752201894,10717589669,1663234747,246561200,516783281,321321301,399137890,0,276593430,325884610,423896,344674508,38885,555647619,177888088
경기도 오산시,2243759579,4216094400,337826252,29931,588534662,402942863,1352933438,3139461691,11841454668,1652097843,243555163,549980646,272405178,345253885,0,268938634,306134546,177320,318931361,104675,470671299,133134726
경기도 용인시,4537103931,9322137897,665855679,281497,1053659294,712716665,2946730618,6251558659,22247645211,2653185581,429580085,1248240027,476897898,650634850,35945832403,457429903,599845830,254184,646262039,17627,1098312762,267482855
경기도 의왕시,2473177619,4048544241,358053196,59785,561708038,385088992,1328318454,3551351917,11563750961,1401228315,274737716,533666978,260855245,436448870,0,304523273,286358922,359714,296230465,140668,526595213,157978687
경기도 의정부시,2061242527,3946041125,406667220,571202,609021175,376171344,1262578316,3911222869,11791783909,1611640490,272755320,633294083,312117325,483955279,0,316082152,311349011,509578,273588160,59588,609543631,149148244
경기도 이천시,2153252266,4289882341,315614426,311748,651687636,438231323,1728773208,3565040885,12366967817,1688282201,234144594,663960779,264642063,413280780,17124910849,270965775,262609656,69976,315232495,55915,535553027,168859331
경기도 파주시,2154361509,4562089517,379513710,101794,572570666,365805850,1685035047,3046032757,10160847940,1399255676,286902831,523465977,248324756,363988527,0,251710188,289812818,317538,383915300,70914,567988424,156806234
경기도 평택시,1936776322,4526093083,330251964,191288,558443494,333503422,1316828638,3915121564,10537519548,1397569719,257575931,542408152,327661895,441304412,0,300548174,320993001,534740,359500249,111367,629491873,143253575
경기도 포천시,2569427660,4848774284,350573478,525389,538922333,351797631,1299199346,3930550858,11968136492,1686472846,261559842,560302506,305823834,425523126,19331654874,288905957,312627231,368234,368971801,10584,486047290,148405440
경기도 하남시,2232441873,4471660695,300344017,93765,560191772,361244127,1320119736,3817994215,9597205771,1466621363,273017517,667466591,283582415,368245107,0,327428443,261387488,442109,312950992,5181,642985173,134316243
경기도 화성시,2505653670,4444562147,395319197,150979,615905491,372086192,1357100031,3802228775,11601194485,1613744733,283329573,647534745,323993909,458819237,0,309315904,304476083,355209,362465919,81407,454282241,170039428
경상남도 거제시,797831253,1707238888,155550525,497275,247455957,159030396,548307715,1306169024,3939435601,559389798,98386321,209921502,117965234,136202840,0,109948807,109321079,105638207,124675442,19228,234079127,67477020
경상남도 거창군,756692263,2105286836,142211809,516866,213782235,161688988,639407903,1392762024,3725966451,530970137,106318923,264745597,126120451,162869085,0,123908383,115959289,239623,126532891,134026,186930303,55093444
경상남도 고성군,854092912,2082672705,124760846,392650,269439979,155329979,543953086,1183753989,4722163321,645082739,92495697,269341433,108801704,156162088,0,115856755,125172817,116095373,120190963,8234,254392002,53053103
경상남도 김해시,815860704,1562244522,151339876,35531,240448828,174761128,533300752,1566729458,4772511339,645572576,106631428,254500419,122351775,149379266,0,132239782,119972894,230320,113965785,18412,197544619,62520413
경상남도 남해군,827784379,1571766661,142399163,377532,229864978,178329687,531037410,1414086906,4751393744,575894839,115909695,247944411,124615669,184368635,0,133450064,131050937,130676587,119219822,69816,189005650,61281141
경상남도 밀양시,939079197,1835428434,143177447,30110,201695033,150543737,676562861,1265705307,4874915693,590797422,91796991,268023459,113340569,179973168,0,104484099,124747742,536988,144223367,3024,222931456,61119834
경상남도 사천시,812981722,2080701081,158662811,352415,234227945,160374139,536417016,1566584528,4374890107,649929072,102292529,250016389,123075410,176140191,0,106642984,113985930,104053511,144128309,38083,214831300,65857974
경상남도 산청군,948015540,1806203316,121973362,265026,252599665,134285238,675695217,1627213341,4552770858,554105712,105525809,203262036,103095824,156144601,0,134836453,125091892,74599,135566056,41699,224920207,60585297
경상남도 양산시,854090061,1867357202,119938820,37241,273339121,163385641,605278178,1288926865,4507772915,697377385,93228376,240378684,125517483,173860825,6675557317,130253224,134683921,274651,151028611,46572,189239633,58765510
경상남도 의령군,782666707,1749579541,139895712,353377,249658684,132883896,602028989,1646035977,3964350300,636024000,95211055,253308107,104436150,189216606,0,113457667,101278287,439232,133512563,128677,211346402,56430871
경상남도 진주시,906464178,1932115662,124126071,85076,238498524,145751710,621965034,1536138290,4556009786,580191490,111058756,240854404,116626907,136726517,0,102882566,114098286,498058,119452912,113401,199424643,50888147
경상남도 창녕군,869300749,1833871123,131384836,226931,209068551,167401116,637331246,1588608469,4482018878,585897427,96759429,244395232,105822834,141613645,0,124892959,110332988,132447,118376677,33126,246099938,54861850
경상남도 창원시,950062354,2046660775,162050432,88414,216892751,170364954,681079309,1546936230,3957667634,641026924,115688703,240180319,134241246,178953282,0,122419599,114180338,108196075,135234871,9306,255876266,66044383
경상남도 통영시,770590141,1706051199,123932226,470145,268983224,141445081,680953452,1559731997,4034546739,668651434,99338690,222498640,130204525,162256485,0,127065684,121408692,114793067,138788840,113960,204809365,53560213
경상남도 하동군,780239252,1838488539,143527646,601195,239814563,152728374,662405933,1507814793,4798727205,657241693,90214075,218717654,118647963,156717403,0,112609447,125181944,126252235,142873218,92216,208432631,67727875
경상남도 함안군,747335657,1968312683,146109732,307303,277839079,146978663,533091322,1370984166,4066423246,570358856,90972363,258309443,124540913,154489524,0,123654946,114292683,490317,122826036,57995,228592430,63067918
경상남도 함양군,783948521,1887259607,124690938,179167,217135603,162739691,586761880,1370490487,3943725886,493034208,105950127,237694266,123030325,174746739,0,106884634,113914973,222995,122953389,49444,239813736,66733546
경상남도 합천군,897745143,1996591956,145370504,238110,242370845,130924666,625388321,1609891424,4114293951,516172507,88887021,243017911,126169273,169409468,0,114974091,122432058,241722,122069553,6665,217611852,59369561
경상북도 경산시,931724600,1873883852,158328967,566302,251967931,146315360,687110140,1545754096,4008448904,606196076,105026691,225407445,119653958,161975053,0,116532235,132230420,275174,123945601,19543,231640415,63958262
경상북도 경주시,779207463,1750147094,127101754,535356,244711656,440011764,1987915298,1336189397,3778447543,596826519,115921750,220212268,129947480,151599749,0,104696511,119502907,125243971,127823187,31785,255376262,55248663
경상북도 고령군,855491974,1623249950,164232891,234920,263093427,148387140,603729358,1197025576,4547678706,548740224,112109042,254447728,122438598,141950354,0,113933413,114071821,333535,117732751,117955,220602103,56743070
경상북도 구미시,898636455,1773701394,158016199,78875,252037509,150171117,616971781,1345805111,4626959388,634745802,104013582,234461531,129681364,149935664,0,131997584,118038091,522832,137505723,128998,222285909,68086899
경상북도 김천시,800493281,1978061689,152499979,6071,266005953,167527667,566589829,1620534822,4895163558,633609383,91968467,242789197,124207453,148630888,0,130978903,110004640,92177,129911943,68385,224136872,53659061
경상북도 문경시,909414193,1940185757,122294245,363215,223959036,135266866,619321594,1478931463,4536641425,545293230,101765234,223038501,107346235,174086776,0,112121175,126245194,523278,157644456,31930,195333010,55720103
경상북도 봉화군,919378263,2065373417,150029691,561495,236228044,138635029,554348688,1354490472,4699193727,649400619,112033510,206835392,118805310,162718806,0,111743971,132057263,497882,138491802,80344,208248579,66506817
경상북도 상주시,960179671,2114243114,144443822,538853,240989373,164311718,511768641,1437985784,4074148968,568657697,102992772,244297544,115319032,154344534,0,126635384,136113671,312445,134165446,148261,223766345,53976916
경상북도 성주군,949056612,1562178726,152487904,284362,236539092,150091969,612887492,1320469894,4990934608,601546943,111202436,212120411,139057726,165193044,0,101093738,133635977,407189,112891325,130184,231733561,55482581
경상북도 안동시,806980796,1738112722,148179635,654869,222204508,140693325,626544465,1570835244,3881581130,564367980,85654455,247078148,130541021,183462638,0,139772716,127481529,223592,134281998,34678,256495365,57437566
경상북도 영덕군,975036728,1683647898,124850996,531083,255911473,154305536,666507058,1569760797,4492913237,517378486,97897804,271604160,105856587,164184247,0,115942306,124230562,139462809,117936260,73078,216554990,52620856
경상북도 영양군,1032497769,1877460730,134051829,373487,244556499,162258391,551356088,1663500649,4821106258,591885297,92558687,202244895,113815754,179141152,0,118611106,132061943,67411,136319902,43798,215010337,51911741
경상북도 영주시,869146385,1738125387,152327873,80835,220251045,155000469,610978329,1519817982,4742825990,670475493,89677540,230951592,101694250,157059678,0,133605603,108911949,214426,133632793,100774,242584439,62038580
경상북도 영천시,776133831,1776190427,156115615,136293,266776815,161917519,661631743,1173537805,4659736461,651830066,105678873,256284044,128157088,169672013,0,107623754,112005624,449273,142519160,33655,216752167,62418070
경상북도 예천군,750817646,1808567115,130742089,39982,224303747,161660374,588096139,1436489701,3751949036,540950074,102633367,213888309,115368572,174825795,0,99541426,109280982,307425,115346613,68719,254240504,54958913
경상북도 울릉군,940698389,1860356464,132827361,316429,233082422,128994076,567048044,1449027501,4794687641,684648344,116490911,258628043,116572252,168178515,0,110124436,117900289,137037933,125807878,25458,194182663,60488979
경상북도 울진군,1006181499,1639092840,145966428,174985,262438825,173387761,630784920,1172635045,4864873657,562285246,93404610,239929186,119578495,164716480,0,129387020,121325795,101424433,152770279,152126,194745113,50142127
경상북도 의성군,807192647,1578514034,141137337,87688,267096586,128171352,530661603,1349310269,4138953590,570633393,108268182,224462744,113580360,173434315,0,134580571,107675506,404512,112435652,68633,190828099,62783740
경상북도 청도군,833341047,1753486277,154803963,526191,234658785,130114671,665809187,1374459138,4940098051,627288427,100848911,244007337,140701524,144318879,0,105294341,110983187,181256,137277182,114775,183171208,65246733
경상북도 청송군,863407333,1633508547,151240709,328620,214626140,170345967,632469821,1190057592,4828603092,619231918,84588260,243954181,118005202,146060092,0,133326801,126470691,566848,135219609,109138,183529258,59443699
경상북도 칠곡군,925956315,1827808624,124929305,120265,234672313,169458869,608051870,1492102847,4646860282,503352763,89228457,244789685,105013241,146908171,0,126997947,133043823,434771,117403956,19263,202318597,57423197
경상북도 포항시,926657508,1749369925,134382523,5937583471,205498987,144143410,565155864,1228381766,3863769851,554112315,104194463,226295100,114428899,167838198,0,136462628,118801125,115736185,137021509,5499766025,221098270,56841645
광주광역시 광산구,1732562275,2870069229,248241293,11541275055,378963326,26476090,113480105,2651833653,7211812863,1181733593,201736266,466503283,184333797,327933227,0,239870653,219634503,534303,243034624,9475472092,452459666,104210137
광주광역시 남구,1463058238,2665264446,256502937,240964,480377363,25629464,103352006,2785911403,7422465289,1045823659,206890329,373378962,241269522,343814909,0,227134670,203156167,205197274,257110587,860,366158813,116473779
광주광역시 동구,1705324120,2959123237,233239040,25152,452530639,25446599,114510349,2560053994,7917076772,1150715361,190208269,462708233,196599914,264443598,0,187666200,211425671,483141,221406884,54902,444788146,98776175
광주광역시 북구,1717522607,3380737272,256431428,65070,366304806,29385681,103980285,2660431332,8532175075,1022977235,190872548,386197804,243793434,313439852,0,183750887,192335155,165288,236096874,3862,346104880,106015326
광주광역시 서구,1719298413,3298352263,216586638,327668,486882161,26000059,119806671,2373887495,8801199925,1153001112,203272107,361353132,238540697,325575721,0,233255746,200751011,277887,219134096,53302,345126485,101044263
대구광역시 군위군,1388510677,3297913652,232316621,403687,399545839,29755818,113785229,2205470774,9157501025,1196364686,175522428,421794323,255774366,320268143,0,232119185,201454610,382846,265154308,99860,331696609,118829990
대구광역시 남구,1627655204,2770748286,226516238,352407,485358406,22725591,126311357,2202373236,8307194887,954420672,197121376,443987745,197071877,289354042,0,187143710,246710953,206403366,263978140,107061,392336515,91930584
대구광역시 달서구,1589803216,3345773065,255741976,433856,424743774,30416488,104007892,2493047931,9172951040,946478445,158306677,452507402,249498805,277764747,0,215311740,214505668,424607,234041968,83425,390461209,95049595
대구광역시 달성군,1399977983,3021170113,209284138,536116,426488275,27561553,101800994,2526589572,6905042206,1036974581,194257829,388800680,244537102,293062002,0,223654294,180449032,200709,268998646,143904,343095564,103655464
대구광역시 동구,1715595584,3516635247,256857272,9928506380,446866265,25655901,119400033,2749742735,8717911891,1191175657,155122552,473120683,238752149,247814674,0,204867676,221797616,108923,226952756,9421753688,395241072,118286414
대구광역시 북구,1396274932,2803088060,235746603,378503,462373506,28356862,125107336,2494031340,8241073499,977740374,163488093,382087557,194865729,316633190,0,215049760,233986666,88058,209829940,43209,385336425,97519230
대구광역시 서구,1558676594,3606128889,265536440,544768,456267088,27263606,120268348,2627782213,7653313832,1134148097,170791192,399617370,226857198,290459196,0,240631490,247957021,217440,205252100,23116,372557040,108796579
대구광역시 수성구,1656647985,3312862913,250193660,536099,455044661,22495679,119318721,2757482340,7301906346,1070413101,172510175,363767342,203017896,312969946,0,188080227,233125635,428383,209432427,126685,349309614,124262176
대구광역시 중구,1468260859,3795714834,248915349,232440,386009031,23622298,108339730,2340348416,6847620932,1141049040,181413914,411100211,243645771,266957110,0,204261223,239547045,608978,247880394,36683,454174489,102480226
대전광역시 대덕구,1471853774,2961814626,246413269,467286,425307324,23856547,101393885,2877909102,7400525914,1182628655,198807820,403635164,213924848,308293033,0,230883236,218205248,294785,216032073,73318,441829196,96847121
대전광역시 동구,1730936994,3506415894,240172832,89444,439856272,24081376,105239787,2098118822,7873379810,1057837063,163143733,499488953,240836172,311226069,0,244586667,188295394,33029,261473413,71006,332895417,124735742
대전광역시 서구,1855883044,3242644775,218039313,605986,426874820,25699415,99102666,2245063175,8323191959,1063024220,187184479,427032223,213035550,335344715,0,213768889,240030129,534299,251990558,70985,345149841,119386066
대전광역시 유성구,1608045646,3693718869,290098653,378823,407740459,22983165,127530087,2256155306,8232797338,1196993754,206705600,380703098,233538269,308643202,0,228094152,238286856,519384,215514150,136344,455703837,100252187
대전광역시 중구,1768654231,2778566263,217745967,512451,462754834,29849621,93812404,2677783078,8509955545,1129207572,192213682,492568323,226196008,257418293,0,188676231,202174001,447243,218828010,38527,414154033,117403703
부산광역시 강서구,1823891171,3972898713,375791780,16203562126,529752885,402186646,1408216251,3430208748,9526022745,1589583947,256953961,567737978,329016003,402606773,0,266425010,275789021,92017,339156679,14098361898,560385705,169257717
부산광역시 금정구,2343597174,4320897198,367168139,574811,613150616,382280162,1575840380,3757251708,9832751433,1524767994,223587781,658172157,316596038,460707855,0,299774162,264748561,542759,317776110,20860,582845540,165668439
부산광역시 기장군,2015899644,4471130826,297428981,387307,512174796,336665908,1612996226,3148630493,11645450069,1253271962,234774616,662470794,276452067,350759755,0,272971161,319497899,280015458,356886621,133471,599967662,144063073
부산광역시 남구,2407854968,3863290878,365765770,201843,694448082,403838635,1611331833,3114553104,10172451815,1688366167,217963407,541243497,262970088,431403518,0,283158173,285891925,323553166,369565972,64728,645665398,144083233
부산광역시 동구,2240326028,4277959059,309735872,299164,508015924,415995782,1315744501,3433436847,10320574224,1567730798,248441922,660683268,327518989,420102658,0,324264063,264888509,268182,346287628,74864,608679907,131592267
부산광역시 동래구,2279492678,4579651554,361326706,70437,579273922,332356849,1303373870,3517515534,9839620519,1665208225,214178547,590046021,290587909,356620869,0,301649492,287815033,250328,338857217,39547,610600707,130895357
부산광역시 부산진구,2109121072,4948744804,338476504,230999,589021627,436168379,1309519503,2939794268,12187853061,1679331794,224907429,576721574,249522614,379781568,0,296918139,282389453,241310,330565545,85676,631781074,161554920
부산광역시 북구,1865191521,4859887100,393483700,488844,562602687,336691541,1643231888,3629390497,12637426010,1603994185,241717040,504727447,312598663,419082657,0,275836059,292168598,137273,372001444,91932,508039142,154468964
부산광역시 사상구,2188521032,4868772555,400569729,451170,520660629,413769168,1575164508,3247422325,11508945587,1415539831,232416193,694100397,284750923,392661050,0,306441739,268685775,507720,334974070,63010,526700351,139465868
부산광역시 사하구,2374129165,4331728944,390545189,139959,570054004,402134229,1498497137,3530557075,11088991230,1277037554,219314322,568767954,284436034,352791415,0,343081251,320942429,324749872,307290449,37314,624935195,170715519
부산광역시 서구,2345825851,5075572124,359311738,99868,668797463,331450926,1364488956,2964373768,9495443978,1665203981,265555830,559289883,319930891,414442748,0,330243001,284882639,306583,346163024,101233,577166962,132083294
부산광역시 수영구,2323738450,4720719896,339329062,100866,629147417,368431841,1500582582,3890229098,9701709467,1604226759,226173391,603587617,337481808,367537295,0,300160760,328453273,247631044,371989040,68929,623414347,153594401
부산광역시 연제구,2212051931,4480780267,357758329,133176,688272823,416674048,1512605963,3427329046,11812902585,1377242262,252041671,558991558,310098884,389592670,0,336512916,256900005,168492,341947955,56842,491477638,156931864
부산광역시 영도구,1982156815,4580148948,369967899,497970,589042295,395934426,1409794678,3212952985,11825638116,1652221260,273252141,586805111,330078330,403407614,0,280482282,299887109,275629081,324136631,104168,553531771,149418768
부산광역시 중구,4053987990,9844729082,690702655,15473057462,1369582662,624518616,3191635592,7604501971,20971582785,3297714507,521943698,1222569827,510231851,776215698,0,576328492,592046015,341564,629122170,117969,1156089797,282352236
부산광역시 해운대구,3991218678,7885769485,693913886,20833152703,1058853325,692897909,2775859122,7489532595,22543209771,2811889193,547938427,1213273405,665773336,888141665,0,539505404,525657443,551559347,761357582,141640,1225577155,301224251
서울특별시 강남구,7118416588,14805981468,947398386,30129840740,2054748941,108975253,536891609,11858791657,41025510852,4231675756,766121961,2038003512,891936875,1458117808,0,836745308,959520989,976970476,1003313955,16258,7677407116,2240490865
서울특별시 강동구,3046500947,7637347183,510721879,17188,1093401411,55021640,271206686,4973657480,16205586410,2361320067,445187016,1100440478,522160000,681379260,0,525802404,472932400,215173,533273883,59257,732366950,256758346
서울특별시 강북구,3145112382,7636546424,589241249,82149,915454308,64349372,259954269,5777696452,20609740745,2127134039,392973010,1016121220,530184065,591166332,0,497448798,446954423,551378,560371898,25420,816731168,268292696
서울특별시 강서구,3653849623,6280462081,521751953,27848679687,1024251794,66439189,246132553,5154454668,16196599050,2248559979,343232144,928192927,425565383,639998481,0,465970831,522060175,65647,573616514,22634577487,857589466,258592010
서울특별시 관악구,3365660411,6324646424,554462536,683927,1017323703,64836287,216046315,5900040560,19630142179,2409583364,469829205,885036684,554056598,721227537,0,459332654,538638263,179158,452097968,39226,809407344,237941577
서울특별시 광진구,3107554935,7035865969,494104453,67532,980024037,57991264,226101827,6079814429,19760618903,2459079087,346333035,807431323,559380223,596294785,0,490587669,478142018,116616,543658763,122317,908362771,237273623
서울특별시 구로구,3591247685,7316186843,543368585,68510,1036692367,68555248,215000919,4966500937,20159807102,2624638095,434689825,881413242,501829462,691822325,0,458787007,424429226,619134,517871758,108200,831533480,256584897
서울특별시 금천구,3189833585,7480161161,657620884,458927,1027731955,58654968,267021669,4957293829,18703020257,2564934325,426157750,944534151,480586993,738454500,0,503401251,512198508,283681,448265084,152865,737349255,272024846
서울특별시 노원구,3063709260,6833862747,494403145,6547,941567512,58898272,221457575,5987571659,18220238700,2362827155,369432512,1097366428,472867100,683381218,0,509367021,463927393,643590,572056422,125001,819507610,267089657
서울특별시 도봉구,3656888480,7444133952,518964599,227606,1074960930,53371467,260616025,5637879470,19344799094,2576579423,450117186,995292055,496336312,581168467,0,474752158,467034687,553060,447417138,139999,863706768,238321918
서울특별시 동대문구,2901921999,6539743660,508887673,346627,1044216168,57375005,212218964,5067201403,15334767435,2109333298,436152317,1063522327,525471883,704882675,0,439651082,441480045,588204,520810771,95880,781403282,275322127
서울특별시 동작구,3974284241,6693737762,599372041,507161,895034305,58334317,274642997,6294352142,15075727476,2295344059,392303318,977486025,452916864,745076309,0,527658296,514461047,424695,442116179,79904,940885421,223930256
서울특별시 마포구,7441426383,13720496228,993075980,6887,2132211843,124643152,523266020,10725658718,35773587790,4593994953,765987492,2004784606,1050995679,1164574069,0,1009546579,827210434,432198,944098619,100925,1638787348,431864880
서울특별시 서대문구,4139961008,7710778267,551573922,20386,1027140232,60928254,242211612,6119974385,15810279401,2306766676,416823948,1010847709,395415836,767178748,0,483046505,541498356,171658,546791985,81525,977650811,259013180
서울특별시 서초구,7614067751,16723834955,1238685054,47833,1634366310,117625286,475602929,11172906073,35943863830,4537029130,656927172,2032289768,1007976111,1487423640,0,1039793462,966543469,187553,1076563500,15769,9761250705,2779977221
