시군구,기타관광쇼핑,대형쇼핑몰,레저용품쇼핑,면세점,기타숙박,캠핑장/펜션,콘도,호텔,일반외식업,제과음료업,골프장,관광유원시설,기타레저,문화서비스,스키장,여행업,렌터카,수상운송,육상운송,항공운송,뷰티,의료관광
경상남도 밀양시,939723783,1793029137,168758928,27634,186426298,130430346,534791782,1082403488,4470910275,591627313,191669124,281234209,105913243,164638961,0,86273329,115907681,729956,142603379,2539,211199653,53110830
경상남도 사천시,834170105,1848411029,183121677,320840,216112533,131678636,406863129,1288933311,4054657818,653769727,197861440,254015488,119651813,156681489,0,86736748,104333583,142321851,148163895,32522,200031520,53837779
경상남도 산청군,955357714,1633372903,133783000,246731,238591654,115267711,562337012,1346047361,4029501632,526525352,206913227,207653013,103412843,141962895,0,117279560,117150753,100521,136307227,35801,202284988,51938868
경상남도 양산시,884980772,1632055999,142245034,34034,252758594,143533343,465470159,1079950792,4258054821,682804443,178981880,249521241,126087015,156980608,5163285677,108673785,119028456,366170,146527934,40813,170636469,50774214
경상남도 의령군,778404883,1593047450,165299482,300721,233276035,112672658,462519792,1417352271,3778140816,620041856,196123948,267002887,110591767,165613705,0,96093307,97246976,553817,126232583,105749,194636032,45200136
경상남도 진주시,880437420,1816149713,146707015,76054,231384036,120694128,472337870,1315337327,4307955660,577947705,218660854,241906389,122432842,125185959,0,91100511,102678795,690238,120498630,103242,171012225,44867457
경상남도 창녕군,912155463,1781170373,159649672,205099,189488590,139389537,493884258,1334651212,3924906169,607660153,203457125,254131549,111049968,131303329,0,112535835,100224616,177637,121914527,30088,225086991,45958457
경상남도 창원시,958568260,1777786311,182282930,83481,199747831,142771744,544667671,1278126303,3495688730,664597021,216322833,246532621,134166172,169372311,0,104978877,108067311,148398749,136727582,8005,234565606,53009069
경상남도 통영시,773571818,1489219609,141238283,442448,251787480,118174476,543173727,1365108369,3633274226,679728200,186844283,228945532,124918138,142868929,0,105239254,108246860,158760716,135103687,103690,197789125,47266604
경상남도 하동군,773330313,1644174795,173632713,521166,220331199,130202547,543809873,1289541835,4451464267,682127172,183593103,218349177,124712932,133520277,0,99648491,107272587,170158501,135958025,83304,188086898,54923234
경상남도 함안군,789287806,1832014120,161596770,279849,255189171,120268914,425514632,1147172150,3699870523,550752863,185968249,263884897,125045687,137904976,0,106747394,101075818,660155,123342291,50559,202777411,51710734
경상남도 함양군,774568918,1671657496,142873124,171737,197063787,134408734,465996696,1196251181,3610897592,518325650,201455338,247731109,120203518,158963167,0,91474705,102221377,289886,129615004,40600,211163475,54322554
경상남도 합천군,914601666,1834127627,171492654,217503,228251458,111299863,511322964,1352282291,3670264388,542764576,177358760,254579960,128702659,153276053,0,100635313,110674460,314871,122974026,5898,191300507,48539501
경상북도 경산시,921431036,1699111467,187480417,505020,232832216,122536299,549204980,1287413530,3783702363,608881415,208396945,231134827,116644967,145874214,0,103368130,118179544,362818,121070949,17434,204093816,51904803
경상북도 경주시,796341116,1654665099,145806696,484361,222349640,383640669,1582293199,1144152859,3474172707,628382918,218440154,212736376,131101196,131970256,0,91470288,105342656,165989632,125989901,28984,219804754,46723988
경상북도 고령군,856586154,1461138301,186054878,210399,241738408,126282073,496151441,1043457815,4389320688,539644427,222013726,268465066,132549100,129821451,0,98764463,102367124,432573,121905139,107333,201432202,50385937
경상북도 구미시,904599878,1664024443,177533207,75547,228819851,123539635,466286402,1153553391,4059774154,604323031,208246278,234340162,132668671,136548190,0,111254132,102761459,686830,140123793,111081,200437456,53096932
경상북도 김천시,766033274,1860522791,185974868,5905,246776803,133010940,462977399,1320005842,4336746661,620259005,175308875,235181179,122808731,134341565,0,115861953,97456357,118931,133040985,61354,204938845,46976472
경상북도 문경시,924473150,1791564194,147019610,330607,198843103,110568769,461334313,1312821315,4280272543,584873598,192224443,211127603,105191010,158827205,0,96480804,119212522,709446,151453745,28017,187214959,44165426
경상북도 봉화군,944919455,1751936702,174833682,546641,213249668,115618669,450410406,1176216515,4463540419,653078391,224509528,199584377,116801846,153696212,0,99412081,117963968,660664,140757512,68916,189952605,55856176
경상북도 상주시,954921702,1828611381,155342820,498243,224975619,138927454,434073208,1237588418,3461651648,553073913,210656596,240499293,111481234,148582390,0,109807676,121775378,425343,142504694,128951,202295258,44863921
경상북도 성주군,980173400,1414892725,173917400,269166,217180466,119248541,457477628,1143911753,4548022993,580723779,230393572,219195506,140993967,149326535,0,89115749,117699695,569927,117415457,111646,216386845,48157837
경상북도 안동시,846917871,1524592430,175971920,585275,204184916,123961545,480583690,1343274920,3388411537,609168252,179203729,236989258,136945784,157971047,0,114663909,113982761,311604,132413309,29876,219771531,50347013
경상북도 영덕군,967062572,1538251275,140168502,490492,234734937,132249517,530988552,1270922182,4098472499,537843058,197456829,273092970,108563465,147910296,0,105227790,118045691,188049263,118300518,64311,201119963,41648791
경상북도 영양군,1013777266,1755208085,149143231,340187,215063087,134857390,450516352,1400704785,4133405243,616476705,176215375,210567189,114622460,165937305,0,101255980,121415636,89702,140451080,35580,199271263,44846131
경상북도 영주시,859967774,1635054155,166473661,74998,200616586,123252964,503085370,1289279095,4273223847,645093437,180854397,238690916,106250162,143210762,0,118229975,94025298,289965,137579334,87959,207097272,51475259
경상북도 영천시,807265562,1594248737,177426708,129544,239504238,138175123,547966670,986706239,4309314366,637730466,204050426,257100298,133805137,148999334,0,92875224,103940124,582657,145080473,30667,187708233,52290577
경상북도 예천군,742548281,1725445611,156602065,36632,217869458,135613328,497314461,1271631615,3387098951,557982992,213941963,201583748,123914493,155232399,0,88389191,101712520,440611,116370690,59073,231320879,46890779
경상북도 울릉군,976321162,1608863010,156355715,280649,223690469,111621252,434279917,1199327880,4276724648,699598640,220152281,253256743,120216951,151844455,0,88911283,102813855,169718396,128740076,22163,186131186,49981567
경상북도 울진군,972134762,1498172753,162871422,158769,228257076,138844026,514192689,1062141008,4340378598,541103857,193246502,236542527,123661032,144299087,0,110789832,111443155,137436144,144291516,137741,168069245,44312645
경상북도 의성군,836437366,1519239227,155451948,80339,253257012,105601225,429147771,1118777926,3610854045,567382630,226608311,228752795,114717504,159346259,0,114740320,96218113,531637,111136904,57824,179635977,48813243
경상북도 청도군,836500222,1580150332,173931737,469857,230452466,112800742,526761627,1196709324,4305673312,656433387,205282895,244435893,135853716,131330754,0,96217275,104967155,255929,135447358,98636,172487437,52004927
경상북도 청송군,885181459,1485452540,175085616,294585,197310325,142533848,493756348,1078799832,4171608624,586297264,171232043,238635014,115128325,129569716,0,114490695,118761489,755963,128134373,88213,174271656,49649144
경상북도 칠곡군,948568697,1624299636,142368281,106605,209820601,135580536,475265307,1267869053,4290947388,513000296,182852922,259382400,108565831,136566463,0,108358459,121093286,548245,117113223,17280,188516690,49332957
경상북도 포항시,979945404,1587442292,161637620,5455328048,199595067,126929449,437204577,1046470829,3377699157,594363339,212645682,221710139,112971947,153489654,0,119035132,108517958,160547219,136137710,4688589958,203920384,49376369
광주광역시 광산구,1758957542,2648127504,291873289,10534095768,340784421,21964380,92111081,2314344440,6591967375,1142508158,394797295,480274906,185580038,297885335,0,214558505,196336660,689631,249928981,8494785690,396220785,86937584
광주광역시 남구,1439983497,2546798465,298288677,234699,444083101,20219319,84990435,2456938026,6999677331,1045423289,397061168,373575336,231566033,298428093,0,199627343,184643396,266032541,262238497,699,330256036,95928858
광주광역시 동구,1756191268,2660978451,269254343,21606,434069165,20595744,90885063,2077792426,7202682896,1187321002,389622384,479420865,200883336,233601197,0,162483456,180520555,631063,221323167,45601,405357497,82610060
광주광역시 북구,1698978646,3122748098,285744915,58964,345090275,23960356,81052856,2265908267,8247644195,1026852162,382781780,376941018,232832677,277490128,0,162133409,171838985,232048,229189482,3402,323126866,86519725
광주광역시 서구,1758604431,2889095048,240831489,280113,441855331,20338907,95071990,1945931575,7864108999,1202486763,402220738,361733935,250285924,292247027,0,203576955,191145943,376841,222061343,45268,320616206,83089178
대구광역시 군위군,1378355144,2996950242,260669604,378484,367265440,23221540,88323304,1937697732,8305576296,1229375471,332157125,407194215,241398793,283630799,0,212520937,190590947,480491,250478965,90570,321478093,98633446
대구광역시 남구,1621907589,2638001279,254864476,322267,436397292,19748947,95907054,1926210773,7487692649,948596152,406105038,425731766,188531070,258450284,0,167173835,219662608,274752553,266974117,94908,351762182,82165542
대구광역시 달서구,1494377215,2896425489,292316862,410440,395007256,24855356,77357711,2105203853,8143129543,942682698,309755380,451779061,246929251,251098018,0,178987319,198712557,556845,228052677,75042,358815796,74844058
대구광역시 달성군,1322534913,2662614702,246364492,506437,393284066,21366414,79617951,2013057508,6095227466,1008186762,400096923,412848298,227828161,273376948,0,194384058,167120619,279636,274958613,125037,336391394,89871179
대구광역시 동구,1705866555,3414879257,294366769,8846114710,417848057,21929706,93606380,2415955694,7781878803,1153493743,305507449,450524208,228797185,228127882,0,174246594,199895232,143390,232871067,8597544359,361765699,92922301
대구광역시 북구,1349084328,2535244581,273537176,350561,401883739,24269632,98596382,2209600520,7253063296,966214716,320594880,398355006,190063985,285300403,0,188267260,219907723,111381,196435887,36401,350922652,79547529
대구광역시 서구,1597131354,3269809748,305450601,487331,411239222,22633048,95845985,2354113170,7252131647,1099759535,326272645,406609200,232242205,269975882,0,197425382,215460644,295480,209200145,21048,343381499,94041774
대구광역시 수성구,1637163566,3197245700,283515704,461105,402842604,19369577,94213227,2476367576,6946128387,1104206846,347082356,370273829,200400765,285797675,0,168044788,224023060,582245,217254797,107014,322641562,98711293
대구광역시 중구,1466379201,3279848259,282508825,215848,327947817,19447720,84420958,1984429432,5957205173,1116765446,363110360,397889139,249419371,232886191,0,171229349,219350185,868420,242922273,31357,400818785,89958898
대전광역시 대덕구,1544705508,2738627222,280277287,416425,385476996,20928462,78935278,2340973373,6843365265,1177309012,374569838,377421116,209704483,286624863,0,212396572,200080626,398218,219140930,64917,394272253,81198626
대전광역시 동구,1747113153,3151600192,272675427,83823,411278064,21019758,83104450,1821371456,7187386855,1132228635,335706995,484593197,251515948,284369879,0,202852731,183098242,43239,262982352,60471,314171271,104959767
대전광역시 서구,1793367851,2875143452,250015437,554410,411297741,21130345,79249995,1965594649,7907505803,1072683346,349268228,445680939,228570239,287817441,0,183278817,218389041,696409,259523248,62150,307521705,97234343
대전광역시 유성구,1584973342,3211221938,330455355,352396,364507335,19902762,96367939,1929902523,8004728378,1168865828,396299003,361236040,247055845,274379608,0,201358917,216022197,704690,213190774,122021,402178754,81522445
대전광역시 중구,1771985302,2564356948,240489600,470261,452072507,23232481,77123310,2348252961,7880942318,1154405896,396856346,494207269,227930057,242805764,0,165542911,192171155,566328,220440556,32503,363624846,95592343
부산광역시 강서구,1836183146,3635999154,459067301,14390633355,475347232,340347975,1140586504,3085750012,9212011566,1567422743,520317421,568821352,328017636,353354392,0,241525857,253987948,130472,317288917,12185468734,504119635,139502066
부산광역시 금정구,2289373870,3928345033,423308187,540460,530810047,300159348,1244719580,3211034391,8922855337,1577821378,470348548,623600829,316228426,411487370,0,260180499,246897519,737196,330043079,18275,547607384,128061704
부산광역시 기장군,2098377542,4041987547,358823744,365363,467102762,291587490,1284960852,2574182606,11323053336,1296897884,470650764,659215561,277978352,336702019,0,248721879,302995637,377728310,347076712,119124,562995737,121309017
부산광역시 남구,2430389341,3646207083,406963631,197311,639038116,336342019,1272785097,2697183553,9487542283,1703283647,470273375,553435334,258656295,397132778,0,237832815,267210402,426189379,387149094,55890,585314989,121361896
부산광역시 동구,2088215380,4024142172,376354716,284435,464033876,336660721,1105531655,3071029462,10127683442,1632811273,465374340,678726845,314520866,406088654,0,273956747,236695972,334860,340708316,65955,568763880,107866250
부산광역시 동래구,2390602157,4087320056,423949761,60997,518899458,274465273,1041750685,2977447549,9601232134,1656058892,421553320,591037325,275559852,322558828,0,246716760,264805733,336337,327150230,33468,544399810,106808085
부산광역시 부산진구,2131365173,4431830405,402421689,214954,544669680,343542368,1098768470,2663509074,10752834199,1632425787,430419091,556712658,252543184,365658963,0,258861917,264914128,312830,336052146,78408,571497949,142545203
부산광역시 북구,1816648639,4477757783,449416675,441247,511164324,278696617,1333778919,3229743713,11518107420,1599923905,486363151,529000980,311467757,390937782,0,238840374,270511504,174755,382296991,76937,462488006,133417673
부산광역시 사상구,2204644111,4573309332,454708519,419886,486592214,329501053,1211993722,2966184563,10653531084,1368016911,472632707,691953234,279191105,379227790,0,281169747,238239602,688576,332338384,53170,486026033,115368189
부산광역시 사하구,2464509298,4072720433,454882843,118838,499223025,350941238,1226336858,2959493657,9982281514,1307497777,442786489,587179998,277709979,314026344,0,286424679,308810881,445069844,305026344,34029,589893950,139791545
부산광역시 서구,2271062215,4642921579,421540651,94043,633737551,275428825,1096463334,2485381119,8483044425,1616881184,536933344,586781565,328994815,356929817,0,305574202,258167667,414475,354760930,83891,504936061,110164461
부산광역시 수영구,2258160787,4352801418,393064779,95954,592073567,290503971,1208885451,3405188403,8473044003,1607862954,439754677,591633358,329704789,360213557,0,250595151,304842504,327110055,355022647,62124,567779769,120139869
부산광역시 연제구,2170592412,4055134116,425686830,118657,633367439,358570190,1181908240,2979072801,10585808812,1363036304,522220677,560288067,311611355,355891844,0,287989392,244939321,236372,352196473,51550,464683831,136628987
부산광역시 영도구,2019886835,3909553706,433143236,437904,560249484,332766447,1141329065,2837306542,11576968539,1651466623,539586812,598672018,322665531,371312368,0,238669693,286138339,348407112,317599017,91431,518749998,122868427
부산광역시 중구,4137580046,9547172375,809168549,14760596707,1216395880,536396993,2471571103,6242917510,18422496818,3413159565,990488349,1205832151,522082289,706785764,0,495166951,574951294,462866,650919990,103163,1029380627,220267795
부산광역시 해운대구,4027665871,7232557001,773404692,18465252483,914800914,589161595,2311600655,6345961499,21649239906,2828998873,1074632000,1195724016,662424471,803111374,0,501680434,485340127,750210860,767456377,129534,1117927923,242881280
서울특별시 강남구,7377538751,13707172025,1088700849,26602250173,1858366874,89447931,422837515,9767213871,37661719320,4301016826,1490136287,1987745528,894747938,1262437913,0,705859894,877301339,1247616003,1032954649,13396,7402651595,1789960767
서울특별시 강동구,3199046744,7481263467,579739514,16250,948165104,48225906,214331716,4287197395,15219194474,2202724918,926482978,1030824739,515138431,649665707,0,488731128,449314614,290270,546772702,50881,694370796,210907688
서울특별시 강북구,3122617136,7398734846,668024205,76165,839532707,51020402,202058552,5019803842,17568337507,2049374243,828327616,1038557361,538528480,549076797,0,423610068,430778155,735898,590544259,22382,730053824,213754497
서울특별시 강서구,3495796975,5938082953,599998861,24056737331,948961991,57432169,194231098,4281656257,14628676894,2224045253,703958673,954064329,431358355,595054257,0,391799522,486037433,85511,553850348,18771805309,812769604,216940231
서울특별시 관악구,3326787443,5606682121,594730303,605761,962872114,54773957,163797680,5170437565,18031904327,2397763543,910367313,893303034,527629997,692945220,0,406875189,497709258,235994,451467232,33284,749153645,210131430
서울특별시 광진구,3278431438,6704860676,548947487,62027,874952957,45711419,177824669,4831470651,17891531417,2412843610,678110703,806411425,533096604,545638574,0,415932210,445457655,157082,554120012,100755,791880517,203982142
서울특별시 구로구,3706089885,6896356999,654977194,60454,981326375,57164430,167292829,4361737245,18556441398,2542383736,857306040,863819449,477511455,618676803,0,395075076,389114703,845243,535436700,93207,751168407,225474262
서울특별시 금천구,3162951794,6689076093,750639275,401792,935517875,49204692,206154751,4275783568,18102031166,2567334210,901799348,957208003,485374199,678754287,0,426812744,467231809,388327,460926157,126369,678880188,221646328
서울특별시 노원구,3051538309,6485772334,547017660,6177,861469396,48049231,178259461,4784037874,15945920568,2334582504,734561991,1041318098,467801479,595869738,0,469027032,430965277,836811,560261776,109787,739104221,226278888
서울특별시 도봉구,3484703953,6526449140,598627564,219232,966007682,42746246,208519709,4769167371,17107208517,2488743518,845876324,945948812,485813867,517977055,0,419727939,446534782,782487,455180592,122371,755857779,197375453
서울특별시 동대문구,3045354658,6205898865,588775146,306173,955919396,44643841,167592563,4284181089,13934313430,2231826999,835908470,1073986552,512628474,636828165,0,377180971,429713307,765098,541225471,82979,680469305,217681825
서울특별시 동작구,3843820357,5938542428,713883504,454683,874277284,51522086,224284654,5155431043,13727400877,2261327745,823991039,923381719,446602375,667088311,0,459539481,488734969,542735,443077839,69805,853649879,177457551
서울특별시 마포구,7632068680,12430588664,1112641601,6541,1928061456,98458484,427559133,9369191896,32567477373,4728706201,1576545650,2064669422,1068219325,1041247930,0,848570389,783083686,574272,965354699,84832,1455243689,363871939
서울특별시 서대문구,3905161760,7052375948,660372625,17788,994718133,52886090,187281411,5367562656,14715449025,2348068671,838042280,950414345,395015914,676598448,0,426239163,508607532,235233,569591351,71947,850690088,205148919
서울특별시 서초구,7690531272,15200039998,1393709416,42572,1505077169,100882658,405460601,10324664379,33864036353,4582163882,1313413795,2107895039,968417890,1350754235,0,944752299,882721655,244899,1052997028,13408,8798405204,2199215313
